transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount
TXN000906,CUST00399,PROD0021,2025-03-29,4,73.2,292.8
TXN000907,CUST00161,PROD0163,2025-03-31,1,10.9,10.9
TXN000908,CUST00108,PROD0195,2025-02-09,2,119.49,238.98
TXN000909,CUST00251,PROD0196,2025-04-09,1,34.59,34.59
TXN000910,CUST00325,PROD0110,2024-11-19,4,91.51,366.04
TXN000911,CUST00197,PROD0002,2024-10-28,1,111.42,111.42
TXN000912,CUST00487,PROD0004,2024-12-20,3,153.8,461.4
TXN000913,CUST00098,PROD0005,2024-10-01,1,129.07,129.07
TXN000914,CUST00116,PROD0178,2025-02-22,3,69.3,207.9
TXN000915,CUST00197,PROD0129,2025-05-08,5,68.16,340.8
TXN000916,CUST00422,PROD0012,2025-05-27,3,190.21,570.63
TXN000917,CUST00373,PROD0134,2024-11-08,5,109.58,547.9
TXN000918,CUST00455,PROD0176,2024-11-19,2,75.12,150.24
TXN000919,CUST00184,PROD0193,2024-10-22,2,41.33,82.66
TXN000920,CUST00010,PROD0059,2024-12-05,2,148.16,296.32
TXN000921,CUST00109,PROD0188,2025-04-23,1,122.04,122.04
TXN000922,CUST00064,PROD0094,2025-04-04,1,81.29,81.29
TXN000923,CUST00131,PROD0198,2024-08-06,5,128.4,642.0
TXN000924,CUST00025,PROD0170,2024-08-29,1,134.18,134.18
TXN000925,CUST00025,PROD0177,2025-06-19,1,89.19,89.19
TXN000926,CUST00064,PROD0141,2024-12-17,3,100.14,300.42
TXN000927,CUST00106,PROD0178,2025-04-12,1,67.21,67.21
TXN000928,CUST00052,PROD0170,2024-07-26,5,61.3,306.5
TXN000929,CUST00359,PROD0036,2024-08-23,4,167.82,671.28
TXN000930,CUST00262,PROD0185,2025-05-07,5,32.37,161.85
TXN000931,CUST00402,PROD0028,2025-05-02,4,47.74,190.96
TXN000932,CUST00399,PROD0068,2025-03-19,5,194.89,974.45
TXN000933,CUST00361,PROD0105,2024-12-28,3,40.47,121.41
TXN000934,CUST00255,PROD0054,2024-09-22,4,72.81,291.24
TXN000935,CUST00007,PROD0172,2025-06-28,1,182.31,182.31
TXN000936,CUST00343,PROD0127,2024-09-09,2,190.39,380.78
TXN000937,CUST00039,PROD0186,2024-10-11,1,181.91,181.91
TXN000938,CUST00119,PROD0117,2024-08-04,3,60.18,180.54
TXN000939,CUST00052,PROD0045,2025-06-04,1,171.93,171.93
TXN000940,CUST00411,PROD0174,2024-12-27,3,90.94,272.82
TXN000941,CUST00049,PROD0195,2025-05-01,1,11.84,11.84
TXN000942,CUST00340,PROD0166,2025-04-20,2,72.45,144.9
TXN000943,CUST00490,PROD0160,2024-11-17,3,176.91,530.73
TXN000944,CUST00191,PROD0088,2025-05-13,2,31.63,63.26
TXN000945,CUST00493,PROD0117,2024-12-07,3,168.78,506.34
TXN000946,CUST00436,PROD0123,2024-07-11,4,133.28,533.12
TXN000947,CUST00058,PROD0034,2025-04-05,1,196.5,196.5
TXN000948,CUST00054,PROD0107,2025-04-09,5,101.71,508.55
TXN000949,CUST00348,PROD0113,2024-09-11,2,126.15,252.3
TXN000950,CUST00314,PROD0008,2024-12-28,2,101.79,203.58
TXN000951,CUST00058,PROD0106,2024-10-23,4,18.73,74.92
TXN000952,CUST00336,PROD0081,2025-02-16,1,143.87,143.87
TXN000953,CUST00269,PROD0197,2024-07-17,5,147.52,737.6
TXN000954,CUST00490,PROD0172,2025-03-07,3,108.63,325.89
TXN000955,CUST00359,PROD0159,2024-07-12,1,92.24,92.24
TXN000956,CUST00247,PROD0089,2025-02-22,4,38.24,152.96
TXN000957,CUST00457,PROD0157,2024-09-17,1,12.21,12.21
TXN000958,CUST00259,PROD0121,2025-04-10,4,175.19,700.76
TXN000959,CUST00385,PROD0126,2025-05-22,3,55.77,167.31
TXN000960,CUST00026,PROD0130,2025-02-07,2,114.59,229.18
TXN000961,CUST00207,PROD0061,2024-12-18,1,97.23,97.23
TXN000962,CUST00230,PROD0023,2024-09-09,4,94.94,379.76
TXN000963,CUST00255,PROD0191,2025-04-30,1,29.5,29.5
TXN000964,CUST00019,PROD0143,2024-11-30,5,10.03,50.15
TXN000965,CUST00406,PROD0155,2025-05-14,5,131.13,655.65
TXN000966,CUST00288,PROD0053,2024-10-12,4,190.57,762.28
TXN000967,CUST00423,PROD0014,2024-12-25,2,170.42,340.84
TXN000968,CUST00287,PROD0197,2025-01-11,5,123.99,619.95
TXN000969,CUST00187,PROD0184,2024-07-28,4,31.66,126.64
TXN000970,CUST00114,PROD0001,2024-07-27,3,77.48,232.44
TXN000971,CUST00494,PROD0075,2024-08-09,5,109.18,545.9
TXN000972,CUST00055,PROD0012,2024-07-05,2,103.56,207.12
TXN000973,CUST00055,PROD0066,2024-12-02,5,47.23,236.15
TXN000974,CUST00477,PROD0101,2025-04-29,2,96.84,193.68
TXN000975,CUST00367,PROD0087,2025-03-24,1,153.86,153.86
TXN000976,CUST00475,PROD0163,2025-06-06,5,33.41,167.05
TXN000977,CUST00235,PROD0169,2024-11-11,5,191.68,958.4
TXN000978,CUST00494,PROD0128,2025-04-22,1,110.77,110.77
TXN000979,CUST00284,PROD0111,2025-06-05,5,101.76,508.8
TXN000980,CUST00400,PROD0046,2024-10-12,5,42.99,214.95
TXN000981,CUST00054,PROD0100,2025-04-25,5,125.17,625.85
TXN000982,CUST00259,PROD0099,2025-01-16,4,196.11,784.44
TXN000983,CUST00391,PROD0064,2024-07-10,3,85.6,256.8
TXN000984,CUST00497,PROD0076,2025-01-05,4,162.91,651.64
TXN000985,CUST00212,PROD0155,2025-04-20,5,66.79,333.95
TXN000986,CUST00281,PROD0081,2024-07-05,5,130.19,650.95
TXN000987,CUST00108,PROD0160,2025-03-19,3,140.46,421.38
TXN000988,CUST00068,PROD0182,2024-07-20,2,105.74,211.48
TXN000989,CUST00327,PROD0083,2024-07-09,1,154.55,154.55
TXN000990,CUST00246,PROD0150,2024-09-15,5,189.11,945.55
TXN000991,CUST00214,PROD0173,2024-07-01,5,64.33,321.65
TXN000992,CUST00414,PROD0004,2024-11-25,5,30.23,151.15
TXN000993,CUST00075,PROD0014,2024-12-16,1,47.98,47.98
TXN000994,CUST00147,PROD0175,2025-04-08,3,37.82,113.46
TXN000995,CUST00354,PROD0076,2025-05-29,2,153.18,306.36
TXN000996,CUST00184,PROD0116,2025-06-13,1,127.06,127.06
TXN000997,CUST00379,PROD0144,2024-07-19,2,151.06,302.12
TXN000998,CUST00200,PROD0061,2024-09-15,5,159.02,795.1
TXN000999,CUST00148,PROD0178,2024-07-08,1,186.03,186.03
TXN001000,CUST00214,PROD0176,2024-12-13,3,193.51,580.53
TXN001001,CUST00007,PROD0191,2025-06-02,3,48.59,145.77
TXN001002,CUST00425,PROD0058,2024-11-15,3,153.47,460.41
TXN001003,CUST00379,PROD0155,2024-09-23,2,157.47,314.94
TXN001004,CUST00151,PROD0115,2025-03-22,2,196.86,393.72
TXN001005,CUST00096,PROD0045,2025-05-22,5,32.68,163.4
TXN001006,CUST00220,PROD0072,2025-06-09,5,60.21,301.05
TXN001007,CUST00300,PROD0066,2025-04-08,1,72.81,72.81
TXN001008,CUST00480,PROD0040,2024-07-01,1,39.2,39.2
TXN001009,CUST00306,PROD0014,2025-01-15,5,170.2,851.0
TXN001010,CUST00252,PROD0147,2025-01-26,5,78.04,390.2
TXN001011,CUST00163,PROD0135,2024-07-02,2,191.83,383.66
TXN001012,CUST00035,PROD0130,2024-10-06,2,89.03,178.06
TXN001013,CUST00207,PROD0024,2024-09-28,3,52.03,156.09
TXN001014,CUST00340,PROD0085,2025-03-12,3,78.55,235.65
TXN001015,CUST00487,PROD0193,2025-03-10,5,110.79,553.95
TXN001016,CUST00422,PROD0193,2024-09-15,1,31.8,31.8
TXN001017,CUST00229,PROD0062,2025-01-03,5,184.54,922.7
TXN001018,CUST00491,PROD0011,2025-02-25,3,82.46,247.38
TXN001019,CUST00198,PROD0066,2025-05-02,5,147.56,737.8
TXN001020,CUST00467,PROD0133,2025-06-17,3,107.72,323.16
TXN001021,CUST00229,PROD0125,2024-10-12,1,66.32,66.32
TXN001022,CUST00099,PROD0083,2024-07-31,5,25.65,128.25
TXN001023,CUST00086,PROD0198,2025-05-11,5,111.31,556.55
TXN001024,CUST00034,PROD0054,2024-08-13,2,174.34,348.68
TXN001025,CUST00428,PROD0027,2024-11-24,2,112.17,224.34
TXN001026,CUST00450,PROD0190,2024-07-05,4,132.85,531.4
TXN001027,CUST00383,PROD0176,2025-05-24,2,14.51,29.02
TXN001028,CUST00020,PROD0023,2025-01-11,1,20.31,20.31
TXN001029,CUST00286,PROD0019,2025-02-21,5,166.11,830.55
TXN001030,CUST00209,PROD0100,2025-02-17,4,129.74,518.96
TXN001031,CUST00162,PROD0005,2024-11-20,4,137.93,551.72
TXN001032,CUST00004,PROD0165,2024-09-29,5,22.02,110.1
TXN001033,CUST00024,PROD0180,2024-09-03,1,77.96,77.96
TXN001034,CUST00055,PROD0075,2024-10-15,3,125.25,375.75
TXN001035,CUST00392,PROD0113,2025-02-05,4,85.07,340.28
TXN001036,CUST00016,PROD0122,2024-07-26,2,111.36,222.72
TXN001037,CUST00383,PROD0101,2025-04-21,5,66.05,330.25
TXN001038,CUST00074,PROD0077,2024-08-09,3,191.9,575.7
TXN001039,CUST00284,PROD0143,2025-06-24,2,33.41,66.82
TXN001040,CUST00294,PROD0153,2025-06-27,4,112.06,448.24
TXN001041,CUST00157,PROD0054,2025-05-17,3,50.23,150.69
TXN001042,CUST00436,PROD0132,2024-08-03,2,40.58,81.16
TXN001043,CUST00316,PROD0065,2025-03-08,2,31.78,63.56
TXN001044,CUST00410,PROD0146,2024-07-21,1,171.76,171.76
TXN001045,CUST00237,PROD0166,2024-09-21,5,23.9,119.5
TXN001046,CUST00035,PROD0065,2024-07-21,1,47.51,47.51
TXN001047,CUST00250,PROD0085,2024-09-05,3,34.36,103.08
TXN001048,CUST00121,PROD0026,2024-07-29,3,127.71,383.13
TXN001049,CUST00163,PROD0125,2025-03-22,4,72.39,289.56
TXN001050,CUST00157,PROD0178,2024-07-27,5,38.96,194.8
TXN001051,CUST00187,PROD0081,2024-09-12,4,42.04,168.16
TXN001052,CUST00127,PROD0057,2025-01-20,4,62.57,250.28
TXN001053,CUST00069,PROD0174,2024-12-27,3,176.8,530.4
TXN001054,CUST00229,PROD0092,2024-11-05,3,102.52,307.56
TXN001055,CUST00090,PROD0166,2025-05-05,5,25.58,127.9
TXN001056,CUST00440,PROD0036,2025-02-06,5,47.32,236.6
TXN001057,CUST00040,PROD0187,2024-08-13,1,179.5,179.5
TXN001058,CUST00324,PROD0008,2024-10-13,5,119.99,599.95
TXN001059,CUST00109,PROD0010,2024-08-31,5,59.52,297.6
TXN001060,CUST00242,PROD0168,2024-09-26,2,79.51,159.02
TXN001061,CUST00457,PROD0198,2025-03-07,5,149.31,746.55
TXN001062,CUST00069,PROD0119,2025-02-01,5,106.98,534.9
TXN001063,CUST00187,PROD0129,2024-12-08,1,135.91,135.91
TXN001064,CUST00351,PROD0043,2024-08-19,5,36.67,183.35
TXN001065,CUST00092,PROD0145,2025-04-09,5,135.29,676.45
TXN001066,CUST00377,PROD0188,2025-04-16,4,188.44,753.76
TXN001067,CUST00113,PROD0195,2025-06-09,4,54.03,216.12
TXN001068,CUST00190,PROD0060,2025-02-14,1,137.03,137.03
TXN001069,CUST00465,PROD0093,2024-10-07,4,99.24,396.96
TXN001070,CUST00452,PROD0012,2024-11-09,1,196.31,196.31
TXN001071,CUST00053,PROD0181,2025-01-15,5,130.38,651.9
TXN001072,CUST00428,PROD0190,2025-02-09,3,119.94,359.82
TXN001073,CUST00090,PROD0097,2024-09-11,4,79.41,317.64
TXN001074,CUST00460,PROD0020,2024-07-30,5,57.8,289.0
TXN001075,CUST00265,PROD0104,2025-03-07,3,165.27,495.81
TXN001076,CUST00250,PROD0124,2025-01-04,5,11.25,56.25
TXN001077,CUST00226,PROD0043,2025-04-19,2,24.65,49.3
TXN001078,CUST00144,PROD0055,2024-08-04,2,45.51,91.02
TXN001079,CUST00309,PROD0184,2024-12-26,1,135.61,135.61
TXN001080,CUST00416,PROD0085,2024-11-29,1,101.49,101.49
TXN001081,CUST00246,PROD0054,2024-10-27,5,40.64,203.2
TXN001082,CUST00012,PROD0063,2024-12-01,1,34.3,34.3
TXN001083,CUST00083,PROD0035,2024-08-30,5,17.45,87.25
TXN001084,CUST00076,PROD0015,2024-09-09,2,59.07,118.14
TXN001085,CUST00265,PROD0104,2025-03-29,5,194.16,970.8
TXN001086,CUST00010,PROD0185,2024-08-07,3,189.98,569.94
TXN001087,CUST00230,PROD0156,2025-03-11,4,174.79,699.16
TXN001088,CUST00113,PROD0106,2025-04-03,5,37.12,185.6
TXN001089,CUST00421,PROD0197,2024-09-04,2,128.41,256.82
TXN001090,CUST00136,PROD0043,2024-10-11,3,185.25,555.75
TXN001091,CUST00303,PROD0018,2024-08-28,2,81.86,163.72
TXN001092,CUST00056,PROD0005,2025-04-23,2,109.32,218.64
TXN001093,CUST00351,PROD0108,2024-10-14,2,125.05,250.1
TXN001094,CUST00244,PROD0158,2025-03-31,5,17.42,87.1
TXN001095,CUST00258,PROD0193,2024-09-30,1,27.71,27.71
TXN001096,CUST00067,PROD0155,2024-07-27,5,167.23,836.15
TXN001097,CUST00333,PROD0111,2024-07-17,5,89.93,449.65
TXN001098,CUST00358,PROD0136,2025-06-07,4,53.6,214.4
TXN001099,CUST00405,PROD0197,2024-10-26,4,76.6,306.4
TXN001100,CUST00295,PROD0026,2024-07-08,4,35.44,141.76
TXN001101,CUST00393,PROD0060,2024-10-28,1,63.82,63.82
TXN001102,CUST00210,PROD0066,2024-09-24,2,11.04,22.08
TXN001103,CUST00296,PROD0134,2025-06-26,1,108.75,108.75
TXN001104,CUST00336,PROD0053,2024-12-19,3,87.68,263.04
TXN001105,CUST00080,PROD0110,2025-05-06,5,58.19,290.95
TXN001106,CUST00217,PROD0145,2024-09-28,3,126.26,378.78
TXN001107,CUST00204,PROD0194,2024-07-16,2,88.51,177.02
TXN001108,CUST00248,PROD0046,2024-09-17,3,116.23,348.69
TXN001109,CUST00130,PROD0079,2024-10-25,5,75.43,377.15
TXN001110,CUST00204,PROD0189,2024-07-03,2,172.45,344.9
TXN001111,CUST00061,PROD0192,2024-07-27,2,94.85,189.7
TXN001112,CUST00487,PROD0042,2024-07-06,1,50.75,50.75
TXN001113,CUST00403,PROD0087,2024-12-06,5,126.66,633.3
TXN001114,CUST00362,PROD0014,2024-07-14,2,83.93,167.86
TXN001115,CUST00003,PROD0024,2024-08-08,2,99.62,199.24
TXN001116,CUST00223,PROD0023,2024-08-26,1,59.99,59.99
TXN001117,CUST00041,PROD0156,2024-12-22,1,147.65,147.65
TXN001118,CUST00315,PROD0168,2024-12-06,5,64.43,322.15
TXN001119,CUST00030,PROD0199,2024-08-28,2,131.66,263.32
TXN001120,CUST00006,PROD0052,2024-11-17,5,64.34,321.7
TXN001121,CUST00402,PROD0154,2025-06-12,5,108.0,540.0
TXN001122,CUST00315,PROD0044,2025-03-03,1,78.35,78.35
TXN001123,CUST00001,PROD0041,2024-07-29,1,199.4,199.4
TXN001124,CUST00181,PROD0172,2024-12-07,4,87.04,348.16
TXN001125,CUST00266,PROD0004,2025-03-19,1,184.64,184.64
TXN001126,CUST00146,PROD0186,2024-09-21,5,183.85,919.25
TXN001127,CUST00178,PROD0071,2025-01-02,2,125.21,250.42
TXN001128,CUST00233,PROD0104,2025-03-22,5,10.88,54.4
TXN001129,CUST00209,PROD0130,2025-04-01,1,116.14,116.14
TXN001130,CUST00151,PROD0088,2024-10-15,1,162.56,162.56
TXN001131,CUST00449,PROD0138,2025-02-18,5,57.53,287.65
TXN001132,CUST00495,PROD0097,2024-11-15,5,101.89,509.45
TXN001133,CUST00388,PROD0087,2025-02-25,4,139.5,558.0
TXN001134,CUST00442,PROD0008,2024-09-02,4,32.09,128.36
TXN001135,CUST00196,PROD0163,2025-05-26,2,138.61,277.22
TXN001136,CUST00410,PROD0081,2025-03-04,4,191.53,766.12
TXN001137,CUST00275,PROD0003,2024-10-08,3,57.17,171.51
TXN001138,CUST00205,PROD0173,2025-05-13,3,24.45,73.35
TXN001139,CUST00244,PROD0081,2025-03-30,3,51.53,154.59
TXN001140,CUST00138,PROD0047,2024-09-09,2,104.81,209.62
TXN001141,CUST00121,PROD0189,2025-03-19,2,175.82,351.64
TXN001142,CUST00118,PROD0052,2025-03-16,2,168.9,337.8
TXN001143,CUST00080,PROD0200,2024-12-29,1,32.78,32.78
TXN001144,CUST00347,PROD0170,2025-05-20,4,126.63,506.52
TXN001145,CUST00491,PROD0011,2024-09-25,4,80.53,322.12
TXN001146,CUST00253,PROD0148,2025-01-19,3,103.25,309.75
TXN001147,CUST00144,PROD0102,2024-10-11,2,152.53,305.06
TXN001148,CUST00028,PROD0135,2025-04-25,4,100.88,403.52
TXN001149,CUST00017,PROD0129,2024-09-26,3,84.81,254.43
TXN001150,CUST00398,PROD0045,2024-07-13,4,195.54,782.16
TXN001151,CUST00266,PROD0118,2024-07-07,3,140.95,422.85
TXN001152,CUST00346,PROD0054,2025-06-23,4,120.39,481.56
TXN001153,CUST00186,PROD0157,2025-01-14,3,45.56,136.68
TXN001154,CUST00122,PROD0069,2025-02-15,4,192.12,768.48
TXN001155,CUST00188,PROD0048,2025-01-05,4,90.55,362.2
TXN001156,CUST00359,PROD0193,2024-11-27,3,79.36,238.08
TXN001157,CUST00144,PROD0116,2024-12-06,2,118.57,237.14
TXN001158,CUST00352,PROD0059,2024-09-08,1,146.95,146.95
TXN001159,CUST00285,PROD0111,2025-03-01,4,47.25,189.0
TXN001160,CUST00243,PROD0003,2025-04-14,2,90.09,180.18
TXN001161,CUST00458,PROD0162,2025-04-22,5,111.46,557.3
TXN001162,CUST00403,PROD0125,2025-01-19,3,57.69,173.07
TXN001163,CUST00025,PROD0102,2024-09-12,1,141.2,141.2
TXN001164,CUST00111,PROD0066,2025-05-30,4,169.4,677.6
TXN001165,CUST00231,PROD0191,2025-05-11,3,59.36,178.08
TXN001166,CUST00287,PROD0143,2024-12-27,3,75.39,226.17
TXN001167,CUST00063,PROD0090,2024-12-01,5,47.8,239.0
TXN001168,CUST00333,PROD0167,2024-09-08,5,43.16,215.8
TXN001169,CUST00182,PROD0084,2025-02-04,5,102.62,513.1
TXN001170,CUST00456,PROD0021,2024-11-13,4,126.6,506.4
TXN001171,CUST00324,PROD0038,2024-11-04,2,131.71,263.42
TXN001172,CUST00216,PROD0162,2025-01-08,5,118.61,593.05
TXN001173,CUST00041,PROD0042,2025-05-24,3,53.36,160.08
TXN001174,CUST00335,PROD0075,2025-01-18,3,125.02,375.06
TXN001175,CUST00139,PROD0114,2024-12-09,3,152.1,456.3
TXN001176,CUST00495,PROD0116,2024-10-06,4,41.79,167.16
TXN001177,CUST00065,PROD0187,2025-06-18,2,135.78,271.56
TXN001178,CUST00384,PROD0021,2024-07-06,2,41.71,83.42
TXN001179,CUST00049,PROD0017,2025-05-08,4,114.2,456.8
TXN001180,CUST00395,PROD0102,2025-06-16,5,155.35,776.75
TXN001181,CUST00054,PROD0068,2025-05-18,5,39.5,197.5
TXN001182,CUST00477,PROD0100,2024-07-29,3,53.58,160.74
TXN001183,CUST00227,PROD0161,2025-02-04,2,34.94,69.88
TXN001184,CUST00015,PROD0009,2025-04-03,3,173.47,520.41
TXN001185,CUST00443,PROD0122,2025-01-14,4,195.25,781.0
TXN001186,CUST00479,PROD0070,2024-09-26,5,94.52,472.6
TXN001187,CUST00277,PROD0046,2024-07-07,5,123.54,617.7
TXN001188,CUST00384,PROD0163,2024-08-10,5,92.65,463.25
TXN001189,CUST00328,PROD0137,2024-08-06,3,182.7,548.1
TXN001190,CUST00277,PROD0059,2024-10-26,1,93.95,93.95
TXN001191,CUST00212,PROD0067,2024-12-24,2,67.68,135.36
TXN001192,CUST00268,PROD0195,2025-06-29,2,75.34,150.68
TXN001193,CUST00274,PROD0003,2024-11-01,4,189.92,759.68
TXN001194,CUST00154,PROD0003,2024-10-28,4,161.61,646.44
TXN001195,CUST00119,PROD0002,2024-08-28,5,80.99,404.95
TXN001196,CUST00452,PROD0144,2024-12-01,4,85.0,340.0
TXN001197,CUST00367,PROD0189,2025-04-07,4,167.4,669.6
TXN001198,CUST00135,PROD0021,2025-03-09,4,128.81,515.24
TXN001199,CUST00392,PROD0157,2024-10-08,3,64.09,192.27
TXN001200,CUST00415,PROD0069,2024-09-30,4,45.72,182.88
TXN001201,CUST00094,PROD0035,2025-05-25,3,30.97,92.91
TXN001202,CUST00317,PROD0116,2024-11-08,3,143.09,429.27
TXN001203,CUST00097,PROD0083,2024-10-21,1,38.91,38.91
TXN001204,CUST00012,PROD0048,2024-09-29,1,63.6,63.6
TXN001205,CUST00367,PROD0113,2025-04-26,1,54.23,54.23
TXN001206,CUST00008,PROD0127,2025-04-13,2,74.96,149.92
TXN001207,CUST00403,PROD0128,2025-01-21,3,98.1,294.3
TXN001208,CUST00170,PROD0021,2025-06-13,2,20.65,41.3
TXN001209,CUST00037,PROD0140,2024-12-11,4,44.5,178.0
TXN001210,CUST00419,PROD0098,2025-02-21,1,33.17,33.17
TXN001211,CUST00198,PROD0198,2025-02-22,4,56.96,227.84
TXN001212,CUST00102,PROD0118,2025-06-12,1,109.02,109.02
TXN001213,CUST00243,PROD0100,2025-03-15,3,187.88,563.64
TXN001214,CUST00323,PROD0187,2025-04-09,1,151.5,151.5
TXN001215,CUST00267,PROD0032,2024-09-21,3,101.43,304.29
TXN001216,CUST00102,PROD0093,2025-01-28,1,174.09,174.09
TXN001217,CUST00499,PROD0029,2025-03-10,2,130.25,260.5
TXN001218,CUST00008,PROD0043,2025-01-14,3,121.09,363.27
TXN001219,CUST00405,PROD0063,2024-12-09,1,194.08,194.08
TXN001220,CUST00402,PROD0177,2024-09-05,4,140.8,563.2
TXN001221,CUST00191,PROD0198,2025-04-11,1,57.26,57.26
TXN001222,CUST00047,PROD0176,2024-10-17,5,74.3,371.5
TXN001223,CUST00031,PROD0016,2024-08-13,3,132.47,397.41
TXN001224,CUST00275,PROD0028,2024-07-05,2,102.69,205.38
TXN001225,CUST00286,PROD0166,2025-01-18,3,163.05,489.15
TXN001226,CUST00376,PROD0050,2024-11-17,1,140.96,140.96
TXN001227,CUST00371,PROD0035,2024-12-28,3,180.75,542.25
TXN001228,CUST00362,PROD0113,2024-10-24,5,66.0,330.0
TXN001229,CUST00251,PROD0049,2024-07-08,5,45.46,227.3
TXN001230,CUST00166,PROD0188,2025-01-02,4,62.31,249.24
TXN001231,CUST00469,PROD0142,2024-08-27,2,23.09,46.18
TXN001232,CUST00231,PROD0076,2025-04-11,3,112.91,338.73
TXN001233,CUST00001,PROD0199,2024-11-09,5,82.02,410.1
TXN001234,CUST00453,PROD0005,2025-03-27,5,172.8,864.0
TXN001235,CUST00123,PROD0083,2024-08-16,1,135.07,135.07
TXN001236,CUST00420,PROD0100,2024-09-27,2,109.57,219.14
TXN001237,CUST00393,PROD0142,2024-10-18,2,126.48,252.96
TXN001238,CUST00210,PROD0165,2025-01-15,3,30.99,92.97
TXN001239,CUST00338,PROD0018,2024-10-05,1,168.69,168.69
TXN001240,CUST00092,PROD0009,2025-04-24,2,30.34,60.68
TXN001241,CUST00051,PROD0009,2025-03-23,5,131.93,659.65
TXN001242,CUST00337,PROD0126,2024-12-13,5,128.55,642.75
TXN001243,CUST00132,PROD0013,2024-08-31,3,51.94,155.82
TXN001244,CUST00007,PROD0054,2025-05-24,4,186.4,745.6
TXN001245,CUST00240,PROD0164,2025-05-20,1,78.58,78.58
TXN001246,CUST00421,PROD0095,2024-11-29,1,166.49,166.49
TXN001247,CUST00271,PROD0011,2025-02-13,1,168.55,168.55
TXN001248,CUST00484,PROD0056,2025-05-21,5,28.45,142.25
TXN001249,CUST00273,PROD0099,2025-03-03,2,46.69,93.38
TXN001250,CUST00128,PROD0146,2024-07-28,2,116.1,232.2
TXN001251,CUST00213,PROD0192,2024-09-17,1,155.59,155.59
TXN001252,CUST00184,PROD0173,2024-09-07,4,143.48,573.92
TXN001253,CUST00453,PROD0027,2024-11-23,2,160.57,321.14
TXN001254,CUST00206,PROD0130,2024-09-21,3,134.93,404.79
TXN001255,CUST00308,PROD0114,2024-09-29,3,181.47,544.41
TXN001256,CUST00167,PROD0096,2024-09-21,4,155.2,620.8
TXN001257,CUST00423,PROD0186,2024-11-21,3,125.6,376.8
TXN001258,CUST00280,PROD0055,2024-09-14,4,155.48,621.92
TXN001259,CUST00185,PROD0116,2025-02-19,4,192.37,769.48
TXN001260,CUST00372,PROD0009,2025-06-29,3,123.19,369.57
TXN001261,CUST00070,PROD0078,2024-10-07,1,67.06,67.06
TXN001262,CUST00110,PROD0081,2025-03-08,1,156.59,156.59
TXN001263,CUST00422,PROD0071,2024-07-11,5,107.14,535.7
TXN001264,CUST00475,PROD0147,2024-09-10,2,27.91,55.82
TXN001265,CUST00183,PROD0040,2024-11-06,2,60.35,120.7
TXN001266,CUST00128,PROD0060,2024-09-04,3,164.1,492.3
TXN001267,CUST00293,PROD0103,2025-05-13,5,184.4,922.0
TXN001268,CUST00371,PROD0084,2025-05-21,4,42.85,171.4
TXN001269,CUST00360,PROD0148,2024-07-11,1,123.09,123.09
TXN001270,CUST00020,PROD0188,2025-01-27,5,82.49,412.45
TXN001271,CUST00472,PROD0198,2025-06-01,3,76.11,228.33
TXN001272,CUST00214,PROD0031,2024-11-19,2,152.06,304.12
TXN001273,CUST00476,PROD0003,2024-08-25,4,20.28,81.12
TXN001274,CUST00022,PROD0082,2024-10-04,5,117.33,586.65
TXN001275,CUST00258,PROD0179,2025-01-13,2,39.11,78.22
TXN001276,CUST00375,PROD0101,2024-07-20,4,153.04,612.16
TXN001277,CUST00259,PROD0024,2024-09-08,2,92.07,184.14
TXN001278,CUST00076,PROD0034,2024-12-10,3,25.68,77.04
TXN001279,CUST00382,PROD0013,2024-09-10,5,85.85,429.25
TXN001280,CUST00205,PROD0129,2025-05-17,4,157.03,628.12
TXN001281,CUST00391,PROD0035,2025-04-24,4,116.27,465.08
TXN001282,CUST00203,PROD0167,2024-10-23,5,47.26,236.3
TXN001283,CUST00377,PROD0135,2024-08-18,2,56.04,112.08
TXN001284,CUST00398,PROD0111,2025-02-13,3,140.1,420.3
TXN001285,CUST00046,PROD0029,2024-09-08,4,90.47,361.88
TXN001286,CUST00098,PROD0083,2025-01-02,3,122.84,368.52
TXN001287,CUST00395,PROD0079,2025-06-17,2,197.65,395.3
TXN001288,CUST00421,PROD0114,2024-08-18,5,37.71,188.55
TXN001289,CUST00474,PROD0060,2025-06-07,2,140.22,280.44
TXN001290,CUST00388,PROD0187,2025-04-11,1,31.35,31.35
TXN001291,CUST00125,PROD0159,2025-06-02,2,175.06,350.12
TXN001292,CUST00008,PROD0088,2025-02-02,1,67.97,67.97
TXN001293,CUST00012,PROD0085,2024-10-31,2,150.6,301.2
TXN001294,CUST00105,PROD0140,2025-03-13,5,152.57,762.85
TXN001295,CUST00248,PROD0160,2024-09-22,2,142.06,284.12
TXN001296,CUST00010,PROD0097,2024-07-22,5,182.15,910.75
TXN001297,CUST00023,PROD0066,2024-10-03,2,21.42,42.84
TXN001298,CUST00405,PROD0179,2025-03-19,5,61.54,307.7
TXN001299,CUST00336,PROD0003,2024-11-03,1,83.84,83.84
TXN001300,CUST00340,PROD0169,2025-02-11,3,174.21,522.63
TXN001301,CUST00150,PROD0167,2025-06-20,4,53.92,215.68
TXN001302,CUST00261,PROD0182,2024-12-17,1,181.74,181.74
TXN001303,CUST00444,PROD0153,2024-10-24,5,26.72,133.6
TXN001304,CUST00257,PROD0118,2025-03-20,5,186.01,930.05
