customer_id,purchase_date,channel,amount_spent,items_purchased,avg_item_price
CUST00328,2025-05-07,Mobile,110.96,3,36.99
CUST00146,2025-02-14,Online,645.2,10,64.52
CUST00274,2025-03-17,Mobile,545.23,8,68.15
CUST00061,2025-06-06,Call Center,563.63,9,62.63
CUST00255,2025-05-20,Store,228.88,3,76.29
CUST00460,2024-10-23,Mobile,742.34,9,82.48
CUST00383,2024-03-11,Online,763.41,6,127.23
CUST00185,2024-02-18,Store,69.01,4,17.25
CUST00460,2024-07-22,Mobile,524.23,1,524.23
CUST00091,2025-05-28,Store,617.43,5,123.49
CUST00301,2025-05-03,Mobile,324.89,3,108.3
CUST00157,2025-02-01,Online,218.29,9,24.25
CUST00494,2025-06-09,Mobile,654.37,7,93.48
CUST00541,2024-03-01,Mobile,597.24,7,85.32
CUST00564,2024-09-11,Call Center,589.9,10,58.99
CUST00073,2024-11-15,Call Center,79.79,3,26.6
CUST00459,2024-06-28,Online,15.43,2,7.71
CUST00062,2025-05-21,Mobile,645.12,1,645.12
CUST00306,2025-02-26,Store,73.64,7,10.52
CUST00341,2025-05-21,Call Center,220.76,2,110.38
CUST00439,2024-08-05,Online,370.96,4,92.74
CUST00270,2024-08-17,Store,110.1,8,13.76
CUST00297,2025-05-28,Mobile,105.93,5,21.19
CUST00065,2025-02-18,Store,419.9,9,46.66
CUST00563,2024-06-09,Mobile,320.25,3,106.75
CUST00166,2024-03-23,Store,416.34,1,416.34
CUST00221,2024-06-17,Mobile,49.52,2,24.76
CUST00304,2025-05-15,Mobile,549.94,7,78.56
CUST00599,2024-05-22,Online,543.46,3,181.15
CUST00532,2025-04-24,Mobile,58.72,4,14.68
CUST00185,2024-06-23,Store,204.27,4,51.07
CUST00577,2024-09-09,Call Center,107.12,1,107.12
CUST00454,2024-06-22,Online,736.34,8,92.04
CUST00297,2024-08-01,Call Center,215.92,9,23.99
CUST00364,2024-02-18,Mobile,600.54,8,75.07
CUST00448,2024-10-31,Call Center,60.12,8,7.51
CUST00212,2024-03-05,Store,720.33,7,102.9
CUST00228,2024-06-04,Online,650.5,10,65.05
CUST00377,2024-09-10,Mobile,167.54,10,16.75
CUST00182,2024-07-04,Online,504.21,9,56.02
CUST00286,2024-11-14,Store,205.07,9,22.79
CUST00425,2024-03-01,Online,328.49,7,46.93
CUST00400,2024-03-25,Online,463.18,3,154.39
CUST00150,2024-04-28,Call Center,380.64,4,95.16
CUST00297,2024-06-22,Online,619.18,10,61.92
CUST00596,2024-11-21,Mobile,268.48,4,67.12
CUST00471,2024-07-13,Online,420.9,9,46.77
CUST00071,2025-02-17,Store,330.46,7,47.21
CUST00185,2024-06-18,Call Center,179.88,3,59.96
CUST00446,2025-04-12,Mobile,272.72,9,30.3
CUST00241,2025-02-06,Online,151.48,7,21.64
CUST00238,2024-09-24,Store,182.52,10,18.25
CUST00318,2025-02-17,Store,509.02,10,50.9
CUST00540,2024-08-14,Store,795.48,8,99.44
CUST00150,2024-02-29,Online,692.83,9,76.98
CUST00332,2025-02-08,Call Center,164.02,9,18.22
CUST00498,2024-12-07,Online,279.59,8,34.95
CUST00057,2025-04-06,Mobile,641.65,4,160.41
CUST00428,2024-05-18,Online,609.5,7,87.07
CUST00006,2024-07-04,Store,469.76,5,93.95
CUST00351,2024-12-13,Store,52.04,8,6.5
CUST00202,2024-03-13,Store,91.51,2,45.76
CUST00444,2024-08-07,Call Center,349.71,1,349.71
CUST00091,2024-06-30,Call Center,250.64,7,35.81
CUST00353,2024-07-13,Online,367.25,3,122.42
CUST00125,2025-05-20,Store,717.71,8,89.71
CUST00467,2024-04-10,Mobile,323.93,8,40.49
CUST00106,2024-03-24,Store,326.05,9,36.23
CUST00362,2025-02-17,Store,765.85,2,382.93
CUST00159,2024-11-18,Online,696.42,6,116.07
CUST00453,2024-09-23,Online,685.46,4,171.37
CUST00294,2024-03-02,Mobile,738.56,2,369.28
CUST00202,2025-01-31,Mobile,701.22,9,77.91
CUST00302,2024-12-26,Store,723.49,5,144.7
CUST00481,2024-11-02,Call Center,70.64,3,23.55
CUST00126,2024-11-24,Store,640.98,4,160.25
CUST00382,2024-11-25,Call Center,46.16,7,6.59
CUST00310,2024-06-10,Call Center,112.26,3,37.42
CUST00431,2024-12-09,Online,179.14,7,25.59
CUST00444,2024-07-21,Mobile,92.71,2,46.35
CUST00128,2025-03-02,Call Center,721.06,4,180.26
CUST00123,2024-11-21,Store,113.9,3,37.97
CUST00241,2024-09-13,Mobile,740.69,6,123.45
CUST00389,2024-05-16,Store,208.79,3,69.6
CUST00247,2024-05-14,Store,790.67,9,87.85
CUST00368,2024-02-21,Call Center,88.74,2,44.37
CUST00415,2024-11-09,Call Center,770.15,5,154.03
CUST00259,2024-03-30,Mobile,161.4,10,16.14
CUST00591,2025-04-19,Mobile,222.9,4,55.73
CUST00150,2025-04-30,Online,356.73,5,71.35
CUST00303,2024-06-05,Store,514.21,10,51.42
CUST00449,2024-05-22,Call Center,129.52,1,129.52
CUST00110,2025-05-02,Store,654.98,1,654.98
CUST00375,2024-03-16,Call Center,121.96,9,13.55
CUST00004,2025-03-10,Online,745.41,7,106.49
CUST00071,2024-06-05,Mobile,294.59,9,32.73
CUST00441,2024-10-12,Mobile,535.44,2,267.72
CUST00158,2025-03-24,Call Center,486.27,5,97.25
CUST00190,2024-05-22,Call Center,165.31,8,20.66
CUST00595,2025-02-19,Store,191.55,10,19.16
CUST00412,2024-04-20,Online,535.36,1,535.36
CUST00527,2025-04-22,Mobile,475.79,7,67.97
CUST00262,2024-06-13,Mobile,118.53,1,118.53
CUST00049,2024-12-29,Online,680.45,6,113.41
CUST00517,2025-05-19,Mobile,132.25,4,33.06
CUST00597,2025-03-15,Online,754.06,4,188.51
CUST00570,2024-09-21,Mobile,566.6,4,141.65
CUST00582,2024-08-10,Mobile,464.28,8,58.03
CUST00181,2024-05-03,Call Center,127.04,2,63.52
CUST00485,2024-08-24,Store,194.81,3,64.94
CUST00299,2025-04-04,Call Center,99.58,4,24.89
CUST00251,2024-07-28,Mobile,126.24,6,21.04
CUST00263,2024-08-09,Online,84.93,3,28.31
CUST00280,2024-08-17,Mobile,617.91,2,308.95
CUST00438,2024-08-11,Store,709.27,6,118.21
CUST00500,2024-09-17,Store,545.02,5,109.0
CUST00406,2024-05-16,Store,209.29,8,26.16
CUST00297,2024-03-19,Mobile,208.73,3,69.58
CUST00251,2025-05-02,Store,84.43,8,10.55
CUST00469,2024-12-26,Mobile,129.88,4,32.47
CUST00216,2024-05-30,Mobile,320.78,3,106.93
CUST00256,2024-09-21,Online,608.36,10,60.84
CUST00509,2024-08-04,Call Center,352.14,8,44.02
CUST00454,2024-04-06,Call Center,262.86,3,87.62
CUST00044,2024-08-31,Online,330.47,9,36.72
CUST00365,2025-04-30,Mobile,592.93,10,59.29
CUST00282,2024-04-01,Call Center,751.31,5,150.26
CUST00016,2024-11-10,Call Center,280.11,1,280.11
CUST00041,2024-10-15,Store,404.05,6,67.34
CUST00406,2024-10-30,Mobile,766.22,10,76.62
CUST00251,2025-05-14,Mobile,248.96,7,35.57
CUST00579,2024-05-24,Mobile,272.13,10,27.21
CUST00362,2024-09-11,Store,120.1,6,20.02
CUST00046,2025-06-09,Store,54.64,8,6.83
CUST00157,2025-04-28,Call Center,111.84,5,22.37
CUST00312,2024-11-12,Store,449.71,9,49.97
CUST00533,2025-01-24,Call Center,264.62,5,52.92
CUST00439,2024-02-18,Call Center,408.92,5,81.78
CUST00074,2024-03-28,Mobile,747.88,3,249.29
CUST00587,2024-12-31,Call Center,474.54,1,474.54
CUST00049,2024-02-27,Mobile,279.86,9,31.1
CUST00568,2024-06-30,Store,235.25,3,78.42
CUST00452,2025-06-09,Mobile,83.64,7,11.95
CUST00197,2024-10-05,Online,121.48,2,60.74
CUST00136,2024-04-16,Store,122.43,3,40.81
CUST00514,2025-03-25,Store,617.82,10,61.78
CUST00340,2024-09-26,Call Center,337.05,8,42.13
CUST00296,2025-05-10,Online,342.68,9,38.08
CUST00263,2025-03-03,Call Center,647.89,7,92.56
CUST00156,2025-02-20,Online,458.76,3,152.92
CUST00300,2024-02-29,Online,69.99,2,34.99
CUST00398,2024-05-04,Store,83.28,5,16.66
CUST00390,2025-03-25,Call Center,120.7,3,40.23
CUST00320,2024-04-05,Store,552.66,7,78.95
CUST00339,2025-05-04,Call Center,116.2,9,12.91
CUST00043,2024-06-13,Store,655.83,4,163.96
CUST00100,2025-03-04,Mobile,173.68,2,86.84
CUST00400,2024-10-20,Store,400.28,5,80.06
CUST00210,2024-11-22,Store,154.86,1,154.86
CUST00581,2024-07-02,Call Center,528.37,9,58.71
CUST00265,2025-05-24,Online,753.65,8,94.21
CUST00033,2024-04-15,Call Center,157.98,3,52.66
CUST00577,2024-08-02,Online,610.75,3,203.58
CUST00026,2025-01-05,Online,693.94,4,173.49
CUST00136,2024-09-04,Call Center,194.89,5,38.98
CUST00070,2024-04-17,Mobile,700.58,9,77.84
CUST00099,2025-04-16,Online,777.86,2,388.93
CUST00324,2024-03-25,Online,25.53,9,2.84
CUST00547,2025-01-22,Store,455.91,1,455.91
CUST00561,2024-11-17,Store,168.46,7,24.07
CUST00321,2025-05-17,Mobile,325.47,4,81.37
CUST00600,2024-04-28,Mobile,446.64,8,55.83
CUST00192,2024-05-03,Call Center,44.29,5,8.86
CUST00346,2024-07-08,Online,761.16,1,761.16
CUST00252,2025-06-05,Online,91.84,2,45.92
CUST00250,2025-06-24,Call Center,238.5,7,34.07
CUST00461,2024-09-13,Call Center,471.86,7,67.41
CUST00344,2024-09-05,Mobile,125.9,10,12.59
CUST00195,2024-10-02,Online,118.93,2,59.47
CUST00236,2024-07-07,Call Center,605.41,7,86.49
CUST00113,2025-03-21,Call Center,519.52,1,519.52
CUST00528,2024-10-09,Call Center,649.44,8,81.18
CUST00493,2024-06-06,Mobile,221.67,5,44.33
CUST00597,2024-05-09,Mobile,188.67,7,26.95
CUST00212,2024-04-21,Mobile,337.97,2,168.99
CUST00364,2024-10-23,Online,724.05,2,362.02
CUST00512,2024-06-26,Call Center,537.06,1,537.06
CUST00486,2025-02-18,Mobile,36.26,1,36.26
CUST00214,2024-04-27,Online,295.16,4,73.79
CUST00183,2025-05-18,Call Center,713.74,9,79.3
CUST00554,2025-04-01,Online,783.42,6,130.57
CUST00304,2024-07-11,Store,772.15,3,257.38
CUST00452,2025-01-09,Mobile,234.12,10,23.41
CUST00086,2024-07-13,Online,24.89,3,8.3
CUST00073,2024-08-24,Online,593.51,3,197.84
CUST00287,2025-02-12,Online,532.3,9,59.14
CUST00512,2024-03-08,Mobile,760.84,9,84.54
CUST00167,2025-05-29,Online,512.58,3,170.86
CUST00168,2024-06-26,Store,618.14,7,88.31
CUST00305,2025-04-09,Store,438.81,7,62.69
CUST00086,2024-12-30,Mobile,398.6,10,39.86
CUST00120,2024-06-28,Call Center,322.42,2,161.21
CUST00283,2024-10-10,Online,203.18,3,67.73
CUST00497,2025-02-23,Online,281.82,2,140.91
CUST00337,2025-06-04,Online,742.67,7,106.1
CUST00482,2025-06-03,Mobile,564.53,2,282.26
CUST00382,2025-05-27,Online,695.1,8,86.89
CUST00337,2024-10-11,Store,686.27,1,686.27
CUST00365,2024-08-25,Mobile,71.05,3,23.68
CUST00294,2024-04-29,Mobile,381.3,6,63.55
CUST00548,2025-05-04,Online,319.58,9,35.51
CUST00359,2024-03-22,Store,42.01,3,14.0
CUST00169,2024-08-08,Store,669.95,9,74.44
CUST00379,2024-12-11,Mobile,640.77,3,213.59
CUST00291,2024-11-17,Call Center,206.99,2,103.5
CUST00274,2024-04-02,Mobile,379.49,1,379.49
CUST00143,2025-02-10,Online,363.65,8,45.46
CUST00437,2024-06-18,Call Center,637.27,2,318.63
CUST00327,2024-03-22,Store,263.16,6,43.86
CUST00375,2024-12-13,Call Center,224.17,8,28.02
CUST00339,2024-08-31,Mobile,622.64,4,155.66
CUST00282,2024-06-17,Online,597.32,4,149.33
CUST00543,2024-10-30,Store,765.11,9,85.01
CUST00421,2025-01-21,Store,429.18,5,85.84
CUST00258,2024-11-06,Call Center,572.06,1,572.06
CUST00316,2024-03-19,Store,795.74,4,198.94
CUST00042,2024-08-14,Store,131.31,9,14.59
CUST00201,2024-05-30,Store,441.57,10,44.16
CUST00531,2024-04-27,Call Center,268.38,5,53.68
CUST00600,2025-01-23,Call Center,398.77,6,66.46
CUST00060,2024-10-22,Call Center,524.85,7,74.98
CUST00057,2025-05-08,Store,182.62,2,91.31
CUST00340,2024-11-14,Mobile,201.27,1,201.27
CUST00033,2024-06-04,Online,703.23,5,140.65
CUST00176,2024-12-26,Store,518.94,4,129.74
CUST00339,2025-05-07,Store,236.96,1,236.96
CUST00286,2025-01-14,Store,465.68,2,232.84
CUST00327,2025-06-02,Store,607.21,8,75.9
CUST00339,2024-05-16,Store,350.45,5,70.09
CUST00068,2024-10-22,Mobile,227.36,4,56.84
CUST00568,2024-08-11,Call Center,429.63,1,429.63
CUST00260,2024-07-09,Mobile,294.1,8,36.76
CUST00293,2024-10-09,Online,662.55,7,94.65
CUST00116,2024-08-04,Store,59.6,10,5.96
CUST00188,2025-06-24,Call Center,287.99,9,32.0
CUST00448,2024-05-21,Mobile,268.92,3,89.64
CUST00102,2025-02-05,Store,310.51,3,103.5
CUST00342,2025-03-05,Store,378.39,10,37.84
CUST00390,2024-04-23,Online,360.97,8,45.12
CUST00193,2024-11-20,Online,680.14,10,68.01
CUST00231,2024-05-02,Mobile,455.72,10,45.57
CUST00326,2025-02-20,Mobile,22.79,8,2.85
CUST00083,2024-08-26,Store,529.06,6,88.18
CUST00582,2025-04-27,Online,627.37,3,209.12
CUST00288,2024-12-14,Online,421.58,10,42.16
CUST00047,2024-06-28,Online,147.97,10,14.8
CUST00334,2025-05-06,Store,528.9,10,52.89
CUST00010,2024-12-10,Call Center,31.23,9,3.47
CUST00438,2024-03-26,Online,226.5,1,226.5
CUST00519,2025-02-24,Call Center,269.37,8,33.67
CUST00320,2025-04-05,Store,134.33,3,44.78
CUST00147,2025-03-08,Mobile,52.91,3,17.64
CUST00370,2024-07-16,Store,631.17,8,78.9
CUST00121,2024-02-16,Mobile,413.9,8,51.74
CUST00216,2024-06-13,Call Center,358.23,3,119.41
CUST00505,2024-07-13,Online,269.17,1,269.17
CUST00328,2024-06-10,Online,48.74,10,4.87
CUST00280,2024-02-20,Call Center,39.58,1,39.58
CUST00046,2025-05-28,Call Center,624.51,9,69.39
CUST00306,2024-11-11,Store,780.26,7,111.47
CUST00499,2024-10-06,Mobile,571.54,6,95.26
CUST00436,2025-05-06,Online,532.98,9,59.22
CUST00286,2024-04-06,Online,442.34,7,63.19
CUST00194,2025-01-08,Call Center,707.56,4,176.89
CUST00019,2025-03-07,Mobile,239.31,2,119.66
CUST00047,2024-08-17,Call Center,292.81,4,73.2
CUST00362,2024-10-26,Mobile,238.22,6,39.7
CUST00438,2024-02-20,Mobile,89.62,10,8.96
CUST00019,2025-03-25,Online,433.71,10,43.37
CUST00189,2025-02-04,Mobile,119.76,4,29.94
CUST00503,2024-10-19,Mobile,493.2,6,82.2
CUST00215,2024-12-24,Store,217.2,9,24.13
CUST00464,2025-02-11,Call Center,281.51,2,140.75
CUST00366,2024-08-31,Online,165.96,5,33.19
CUST00431,2025-02-28,Store,427.21,10,42.72
CUST00349,2025-05-18,Mobile,720.26,9,80.03
CUST00348,2024-06-01,Online,584.11,5,116.82
CUST00390,2024-05-21,Mobile,148.16,1,148.16
CUST00554,2024-06-04,Online,317.26,5,63.45
CUST00141,2024-12-05,Call Center,576.82,3,192.27
CUST00578,2025-01-14,Store,712.9,10,71.29
CUST00326,2025-01-31,Mobile,289.48,8,36.19
CUST00337,2024-08-04,Store,387.41,8,48.43
CUST00073,2024-05-14,Call Center,144.2,7,20.6
CUST00441,2024-05-09,Store,135.44,8,16.93
CUST00041,2024-02-27,Online,342.42,7,48.92
CUST00387,2025-01-13,Online,477.38,3,159.13
CUST00508,2025-01-07,Mobile,569.96,9,63.33
CUST00348,2025-02-25,Call Center,651.44,8,81.43
CUST00596,2025-04-22,Store,512.9,9,56.99
CUST00244,2025-04-23,Mobile,284.62,5,56.92
CUST00430,2024-05-27,Store,34.79,10,3.48
CUST00202,2024-05-17,Call Center,143.45,10,14.34
CUST00341,2024-05-28,Mobile,530.94,7,75.85
CUST00055,2025-03-16,Call Center,773.11,3,257.7
CUST00008,2024-03-29,Call Center,93.56,7,13.37
CUST00509,2025-02-17,Mobile,719.79,3,239.93
CUST00183,2024-11-05,Mobile,591.78,3,197.26
CUST00123,2024-05-05,Mobile,410.71,4,102.68
CUST00406,2024-11-04,Store,47.74,6,7.96
CUST00240,2025-05-10,Online,236.62,9,26.29
CUST00527,2025-01-13,Online,48.69,8,6.09
CUST00363,2025-05-23,Store,48.55,6,8.09
CUST00307,2025-05-28,Mobile,744.99,8,93.12
CUST00129,2025-02-07,Store,604.02,10,60.4
CUST00200,2024-06-10,Call Center,606.19,7,86.6
CUST00019,2024-03-05,Call Center,202.54,2,101.27
CUST00348,2024-12-26,Call Center,242.54,4,60.63
CUST00557,2025-05-07,Store,694.44,10,69.44
CUST00378,2024-09-17,Call Center,31.0,3,10.33
CUST00559,2024-05-06,Mobile,723.77,1,723.77
CUST00432,2024-12-11,Online,632.02,7,90.29
CUST00109,2024-09-14,Call Center,72.74,1,72.74
CUST00275,2024-07-30,Store,370.21,5,74.04
CUST00336,2025-04-02,Mobile,432.77,9,48.09
CUST00383,2025-03-23,Call Center,652.84,1,652.84
CUST00163,2024-06-08,Store,218.61,6,36.44
CUST00505,2024-07-13,Store,131.58,2,65.79
CUST00100,2024-12-17,Mobile,287.18,10,28.72
CUST00588,2024-08-25,Mobile,28.89,2,14.45
CUST00098,2024-11-22,Mobile,778.05,4,194.51
CUST00033,2024-05-04,Online,187.37,5,37.47
CUST00293,2024-04-18,Call Center,428.09,1,428.09
CUST00052,2024-08-05,Store,240.3,2,120.15
CUST00526,2024-11-17,Mobile,719.08,2,359.54
CUST00126,2025-01-22,Mobile,662.68,7,94.67
CUST00518,2024-12-18,Store,505.21,4,126.3
CUST00126,2024-04-16,Store,673.95,1,673.95
CUST00371,2024-02-25,Online,755.01,1,755.01
CUST00533,2025-06-28,Store,202.06,7,28.87
CUST00035,2025-02-19,Call Center,485.64,1,485.64
CUST00271,2024-11-04,Mobile,589.78,10,58.98
CUST00102,2025-03-02,Store,302.95,6,50.49
CUST00570,2025-06-12,Store,419.09,4,104.77
CUST00396,2025-04-08,Mobile,293.1,2,146.55
CUST00271,2025-04-12,Store,231.76,6,38.63
CUST00594,2025-04-03,Mobile,158.02,8,19.75
CUST00395,2024-12-08,Online,616.74,7,88.11
CUST00429,2024-07-13,Online,196.1,3,65.37
CUST00425,2024-09-02,Mobile,418.32,5,83.66
CUST00555,2024-06-08,Store,71.05,9,7.89
CUST00585,2025-04-12,Online,383.05,3,127.68
CUST00143,2025-01-16,Call Center,700.17,7,100.02
CUST00413,2024-04-01,Online,685.55,9,76.17
CUST00196,2025-06-24,Online,266.29,7,38.04
CUST00170,2024-04-18,Store,541.47,10,54.15
CUST00317,2024-03-28,Call Center,586.99,6,97.83
CUST00268,2025-02-02,Mobile,747.54,9,83.06
CUST00011,2024-10-23,Store,244.34,4,61.09
CUST00394,2025-05-08,Call Center,117.4,6,19.57
CUST00288,2024-11-05,Online,769.95,2,384.98
CUST00429,2024-07-26,Store,237.73,1,237.73
CUST00494,2024-09-11,Mobile,770.79,10,77.08
CUST00093,2024-11-14,Mobile,203.02,2,101.51
CUST00569,2024-04-05,Mobile,346.6,7,49.51
CUST00048,2024-08-12,Call Center,568.7,7,81.24
CUST00141,2024-06-01,Mobile,207.4,3,69.13
CUST00231,2024-05-28,Mobile,698.76,3,232.92
CUST00173,2024-04-29,Mobile,351.6,10,35.16
CUST00492,2024-04-23,Store,781.84,1,781.84
CUST00091,2025-01-10,Online,519.0,4,129.75
CUST00445,2024-02-20,Mobile,18.22,7,2.6
CUST00012,2025-03-14,Call Center,511.92,8,63.99
CUST00519,2024-09-10,Store,340.16,5,68.03
CUST00337,2025-05-28,Online,17.74,8,2.22
CUST00564,2024-04-09,Store,571.65,1,571.65
CUST00364,2024-05-17,Store,759.97,6,126.66
CUST00416,2025-01-04,Mobile,204.81,1,204.81
CUST00238,2024-09-06,Mobile,740.3,4,185.07
CUST00368,2025-04-07,Online,285.12,6,47.52
CUST00168,2025-05-05,Call Center,442.9,10,44.29
CUST00505,2024-04-29,Call Center,340.92,8,42.62
CUST00465,2024-06-01,Call Center,416.36,3,138.79
CUST00528,2024-06-29,Online,303.59,8,37.95
CUST00001,2024-10-08,Online,482.66,5,96.53
CUST00008,2024-02-22,Mobile,731.08,10,73.11
CUST00419,2025-06-18,Mobile,434.05,1,434.05
CUST00039,2024-10-13,Store,624.98,3,208.33
CUST00264,2025-04-10,Call Center,726.31,6,121.05
CUST00040,2025-05-29,Mobile,184.8,4,46.2
CUST00270,2024-04-09,Call Center,413.96,10,41.4
CUST00545,2024-04-15,Online,330.09,2,165.04
CUST00023,2025-04-05,Online,387.44,8,48.43
CUST00117,2025-06-08,Mobile,611.05,4,152.76
CUST00141,2025-01-29,Mobile,604.13,1,604.13
CUST00340,2025-05-09,Online,754.04,10,75.4
CUST00086,2024-05-12,Store,451.69,9,50.19
CUST00353,2024-03-24,Online,623.12,2,311.56
CUST00277,2024-10-17,Call Center,725.66,10,72.57
CUST00298,2024-03-28,Online,168.95,8,21.12
CUST00043,2025-06-13,Online,155.27,8,19.41
CUST00441,2025-05-12,Call Center,635.56,5,127.11
CUST00336,2024-09-01,Online,490.41,10,49.04
CUST00218,2025-05-19,Online,29.17,3,9.72
CUST00153,2024-10-16,Store,207.38,7,29.63
CUST00377,2024-08-17,Online,661.71,9,73.52
CUST00286,2024-05-30,Online,91.49,6,15.25
CUST00578,2024-06-04,Mobile,336.45,2,168.22
CUST00339,2024-07-08,Online,502.86,10,50.29
CUST00090,2024-12-11,Call Center,239.66,6,39.94
CUST00330,2024-02-28,Store,183.66,2,91.83
CUST00573,2024-05-13,Mobile,257.44,9,28.6
CUST00365,2025-06-21,Store,736.08,5,147.22
CUST00547,2024-11-26,Mobile,422.26,9,46.92
CUST00029,2024-10-12,Mobile,120.74,2,60.37
CUST00073,2025-03-11,Mobile,644.99,6,107.5
CUST00595,2024-06-05,Store,404.56,7,57.79
CUST00559,2025-01-07,Mobile,149.38,6,24.9
CUST00350,2025-04-26,Online,761.28,9,84.59
CUST00377,2024-06-04,Mobile,335.13,4,83.78
CUST00207,2024-09-12,Store,629.58,7,89.94
CUST00385,2025-04-20,Call Center,624.53,10,62.45
CUST00259,2024-09-08,Mobile,772.05,9,85.78
CUST00522,2025-04-01,Mobile,625.6,4,156.4
CUST00352,2024-08-16,Online,362.65,1,362.65
CUST00130,2024-11-17,Call Center,76.25,10,7.62
CUST00065,2024-02-21,Store,595.44,1,595.44
CUST00137,2025-05-23,Mobile,571.31,7,81.62
CUST00568,2024-05-18,Online,357.66,9,39.74
CUST00041,2024-12-28,Store,787.27,8,98.41
CUST00431,2025-04-11,Mobile,139.33,5,27.87
CUST00119,2024-08-26,Online,161.35,9,17.93
CUST00362,2025-01-07,Call Center,738.65,7,105.52
CUST00380,2024-07-08,Call Center,601.78,1,601.78
CUST00429,2024-11-19,Store,97.35,8,12.17
CUST00499,2024-03-23,Call Center,524.83,2,262.42
CUST00184,2024-09-18,Call Center,515.69,5,103.14
CUST00406,2025-02-03,Online,301.42,5,60.28
CUST00142,2024-07-31,Call Center,611.44,4,152.86
CUST00541,2025-05-20,Call Center,674.12,6,112.35
CUST00090,2024-05-30,Online,51.82,3,17.27
CUST00050,2025-03-19,Store,600.73,1,600.73
CUST00095,2024-10-19,Online,102.31,2,51.16
CUST00203,2025-02-23,Store,494.91,3,164.97
CUST00105,2024-11-18,Call Center,46.39,1,46.39
CUST00109,2024-02-16,Store,564.05,6,94.01
CUST00114,2025-01-08,Call Center,746.44,3,248.81
CUST00033,2024-12-12,Mobile,677.19,3,225.73
CUST00353,2025-04-30,Call Center,611.38,5,122.28
CUST00086,2025-04-21,Online,24.24,4,6.06
CUST00385,2024-02-25,Online,437.39,5,87.48
CUST00316,2024-09-15,Mobile,354.13,5,70.83
CUST00081,2024-12-22,Online,302.48,7,43.21
CUST00334,2024-09-30,Call Center,755.03,6,125.84
CUST00598,2024-10-30,Call Center,81.4,1,81.4
CUST00247,2024-05-14,Call Center,707.32,7,101.05
CUST00116,2024-08-19,Online,535.73,6,89.29
CUST00395,2024-09-02,Mobile,540.53,5,108.11
CUST00360,2024-04-11,Online,589.05,6,98.17
CUST00184,2024-09-30,Mobile,141.33,7,20.19
CUST00539,2024-06-09,Store,732.64,6,122.11
CUST00163,2024-10-31,Online,571.22,5,114.24
CUST00209,2025-05-30,Store,394.3,4,98.58
CUST00420,2025-06-06,Mobile,451.98,3,150.66
CUST00303,2024-07-26,Online,83.8,10,8.38
CUST00382,2024-10-16,Call Center,254.24,9,28.25
CUST00407,2024-12-09,Online,216.22,8,27.03
CUST00212,2024-05-21,Call Center,126.6,5,25.32
CUST00033,2024-09-01,Store,741.54,7,105.93
CUST00223,2024-06-05,Call Center,609.81,9,67.76
CUST00080,2024-12-05,Call Center,518.85,2,259.43
CUST00387,2024-11-03,Store,444.07,2,222.03
CUST00128,2024-11-18,Online,665.65,10,66.56
CUST00250,2024-07-29,Online,609.52,8,76.19
CUST00337,2024-04-03,Call Center,641.52,3,213.84
CUST00597,2024-06-06,Online,554.29,6,92.38
CUST00316,2025-03-11,Call Center,633.62,1,633.62
CUST00094,2025-01-16,Call Center,413.03,4,103.26
CUST00248,2024-02-18,Call Center,507.53,10,50.75
CUST00449,2024-03-22,Mobile,46.13,7,6.59
CUST00427,2024-05-15,Mobile,548.61,7,78.37
CUST00388,2025-02-25,Mobile,767.28,4,191.82
CUST00083,2024-09-07,Call Center,145.17,5,29.03
CUST00315,2024-03-16,Call Center,308.43,1,308.43
CUST00454,2024-04-06,Call Center,518.8,10,51.88
CUST00052,2024-06-15,Online,294.59,9,32.73
CUST00012,2025-02-22,Online,37.93,1,37.93
CUST00576,2024-06-06,Call Center,308.91,8,38.61
CUST00596,2024-08-24,Call Center,608.85,6,101.48
CUST00247,2025-03-24,Call Center,725.12,9,80.57
CUST00080,2025-02-17,Mobile,564.36,5,112.87
CUST00041,2024-06-06,Call Center,99.92,8,12.49
CUST00256,2024-07-28,Mobile,245.29,1,245.29
CUST00348,2024-12-07,Store,240.74,7,34.39
CUST00267,2025-03-22,Call Center,788.03,4,197.01
CUST00466,2024-04-23,Call Center,314.68,10,31.47
CUST00042,2025-05-19,Store,520.96,4,130.24
CUST00048,2024-04-28,Mobile,162.75,7,23.25
CUST00266,2025-01-04,Call Center,115.2,3,38.4
CUST00297,2024-06-30,Mobile,579.13,9,64.35
CUST00560,2024-09-22,Call Center,602.17,7,86.02
CUST00318,2024-09-05,Mobile,708.2,7,101.17
CUST00224,2025-04-29,Mobile,101.01,3,33.67
CUST00085,2024-10-02,Store,134.16,7,19.17
CUST00063,2025-02-19,Call Center,778.89,1,778.89
CUST00232,2024-11-04,Call Center,579.41,10,57.94
CUST00103,2024-03-15,Call Center,206.75,4,51.69
CUST00390,2025-03-20,Mobile,724.89,9,80.54
CUST00124,2024-09-09,Call Center,685.72,7,97.96
CUST00281,2024-02-27,Store,304.65,3,101.55
CUST00284,2024-06-06,Call Center,225.94,8,28.24
CUST00597,2024-04-11,Store,125.81,6,20.97
CUST00371,2024-09-26,Store,363.39,7,51.91
CUST00430,2024-10-27,Call Center,205.05,10,20.51
CUST00075,2025-02-16,Call Center,43.03,4,10.76
CUST00182,2024-03-28,Store,778.29,3,259.43
