order_id,customer_id,product_id,order_date,category,segment,sales_amount,discount_rate,profit_amount
ORD000632,CUST00103,PROD0040,2025-02-02,Furniture,Home Office,332.0,0.177,65.32
ORD000633,CUST00175,PROD0126,2025-04-25,Technology,Consumer,422.77,0.157,147.34
ORD000634,CUST00009,PROD0088,2024-07-25,Office Supplies,Home Office,869.37,0.105,323.3
ORD000635,CUST00350,PROD0003,2025-04-22,Office Supplies,Corporate,73.49,0.048,12.5
ORD000636,CUST00206,PROD0009,2024-09-30,Office Supplies,Home Office,52.11,0.027,8.2
ORD000637,CUST00273,PROD0145,2024-04-05,Technology,Home Office,60.11,0.025,12.56
ORD000638,CUST00336,PROD0039,2024-02-24,Furniture,Consumer,596.31,0.19,78.58
ORD000639,CUST00304,PROD0072,2025-01-02,Technology,Consumer,595.15,0.086,86.31
ORD000640,CUST00243,PROD0039,2024-03-02,Furniture,Consumer,911.53,0.128,139.52
ORD000641,CUST00370,PROD0077,2025-05-13,Technology,Consumer,687.0,0.225,148.02
ORD000642,CUST00303,PROD0064,2024-03-07,Technology,Corporate,269.05,0.192,39.45
ORD000643,CUST00178,PROD0013,2025-04-15,Technology,Home Office,30.52,0.009,9.2
ORD000644,CUST00357,PROD0080,2023-08-11,Office Supplies,Consumer,828.6,0.158,206.55
ORD000645,CUST00343,PROD0036,2023-10-30,Furniture,Corporate,925.43,0.121,99.56
ORD000646,CUST00241,PROD0016,2024-11-09,Office Supplies,Consumer,397.8,0.047,98.47
ORD000647,CUST00368,PROD0069,2024-10-29,Office Supplies,Consumer,837.73,0.199,168.76
ORD000648,CUST00248,PROD0039,2024-05-16,Furniture,Home Office,217.82,0.048,59.26
ORD000649,CUST00111,PROD0073,2024-03-14,Furniture,Home Office,307.2,0.076,119.65
ORD000650,CUST00178,PROD0056,2023-10-20,Furniture,Consumer,61.35,0.076,22.67
ORD000651,CUST00164,PROD0121,2023-09-07,Technology,Home Office,491.41,0.174,141.48
ORD000652,CUST00182,PROD0053,2025-06-03,Office Supplies,Home Office,107.67,0.21,23.16
ORD000653,CUST00154,PROD0135,2025-06-03,Technology,Corporate,350.62,0.152,79.77
ORD000654,CUST00201,PROD0139,2025-02-08,Office Supplies,Consumer,747.76,0.299,217.84
ORD000655,CUST00399,PROD0135,2024-10-16,Furniture,Consumer,665.72,0.076,233.7
ORD000656,CUST00079,PROD0016,2023-09-11,Technology,Consumer,887.8,0.147,96.75
ORD000657,CUST00259,PROD0106,2024-06-25,Office Supplies,Home Office,726.66,0.165,278.22
ORD000658,CUST00254,PROD0124,2025-05-02,Technology,Home Office,441.33,0.034,121.85
ORD000659,CUST00174,PROD0109,2023-11-09,Technology,Corporate,26.72,0.1,3.37
ORD000660,CUST00163,PROD0009,2024-10-18,Office Supplies,Home Office,256.22,0.258,83.52
ORD000661,CUST00066,PROD0015,2024-11-03,Furniture,Consumer,555.76,0.103,101.45
ORD000662,CUST00272,PROD0099,2023-09-24,Office Supplies,Consumer,162.22,0.256,23.44
ORD000663,CUST00089,PROD0060,2023-08-10,Furniture,Consumer,961.02,0.259,347.91
ORD000664,CUST00375,PROD0073,2025-01-10,Technology,Corporate,878.35,0.062,182.62
ORD000665,CUST00240,PROD0146,2025-06-05,Technology,Consumer,917.37,0.28,275.48
ORD000666,CUST00338,PROD0149,2025-01-04,Technology,Corporate,938.4,0.159,261.58
ORD000667,CUST00305,PROD0003,2024-10-12,Technology,Corporate,408.07,0.028,81.72
ORD000668,CUST00280,PROD0071,2024-08-27,Technology,Home Office,902.16,0.002,274.37
ORD000669,CUST00395,PROD0029,2024-11-03,Office Supplies,Home Office,471.1,0.225,149.03
ORD000670,CUST00131,PROD0051,2025-04-23,Furniture,Corporate,315.93,0.172,113.04
ORD000671,CUST00067,PROD0128,2024-10-27,Furniture,Home Office,938.84,0.13,114.71
ORD000672,CUST00099,PROD0043,2023-09-17,Furniture,Home Office,459.96,0.041,175.65
ORD000673,CUST00186,PROD0064,2023-10-28,Furniture,Consumer,191.81,0.134,40.91
ORD000674,CUST00027,PROD0037,2024-05-14,Technology,Corporate,759.54,0.21,251.69
ORD000675,CUST00094,PROD0138,2025-05-05,Furniture,Home Office,841.71,0.025,269.88
ORD000676,CUST00126,PROD0003,2023-11-01,Office Supplies,Corporate,140.65,0.078,41.71
ORD000677,CUST00146,PROD0007,2024-05-23,Furniture,Home Office,84.47,0.081,31.14
ORD000678,CUST00138,PROD0091,2025-01-05,Office Supplies,Home Office,763.44,0.146,300.04
ORD000679,CUST00319,PROD0053,2024-12-17,Technology,Home Office,584.68,0.286,175.24
ORD000680,CUST00047,PROD0086,2025-02-02,Furniture,Home Office,986.75,0.13,356.02
ORD000681,CUST00309,PROD0143,2024-12-10,Office Supplies,Corporate,364.31,0.242,95.17
ORD000682,CUST00283,PROD0102,2024-05-27,Office Supplies,Consumer,337.71,0.107,110.44
ORD000683,CUST00135,PROD0142,2024-02-17,Technology,Consumer,67.99,0.217,16.28
ORD000684,CUST00149,PROD0105,2023-09-13,Office Supplies,Corporate,336.11,0.251,47.48
ORD000685,CUST00398,PROD0020,2024-12-02,Technology,Corporate,326.53,0.033,76.56
ORD000686,CUST00098,PROD0073,2024-08-23,Furniture,Corporate,743.8,0.089,220.71
ORD000687,CUST00268,PROD0103,2023-11-06,Technology,Home Office,201.49,0.04,69.33
ORD000688,CUST00242,PROD0150,2024-05-25,Office Supplies,Consumer,473.21,0.241,182.41
ORD000689,CUST00158,PROD0130,2024-06-14,Furniture,Consumer,905.3,0.259,173.8
ORD000690,CUST00331,PROD0126,2024-09-23,Furniture,Corporate,691.96,0.013,84.51
ORD000691,CUST00396,PROD0138,2024-02-25,Furniture,Corporate,359.72,0.073,85.44
ORD000692,CUST00251,PROD0096,2024-09-16,Furniture,Consumer,367.07,0.082,90.88
ORD000693,CUST00355,PROD0143,2024-09-27,Furniture,Corporate,555.47,0.012,172.6
ORD000694,CUST00133,PROD0112,2023-10-17,Furniture,Consumer,132.9,0.287,50.49
ORD000695,CUST00159,PROD0035,2023-12-13,Technology,Corporate,335.62,0.102,99.7
ORD000696,CUST00190,PROD0095,2024-05-16,Office Supplies,Consumer,840.68,0.226,109.49
ORD000697,CUST00055,PROD0106,2025-04-02,Furniture,Consumer,780.27,0.207,229.95
ORD000698,CUST00072,PROD0117,2023-08-25,Furniture,Consumer,336.34,0.287,47.51
ORD000699,CUST00027,PROD0147,2025-03-08,Technology,Corporate,234.99,0.027,39.55
ORD000700,CUST00165,PROD0056,2024-02-01,Technology,Corporate,491.26,0.185,112.33
ORD000701,CUST00121,PROD0002,2023-10-06,Office Supplies,Corporate,397.05,0.079,66.93
ORD000702,CUST00078,PROD0141,2024-09-23,Office Supplies,Corporate,338.1,0.252,43.84
ORD000703,CUST00385,PROD0134,2025-02-28,Furniture,Corporate,839.57,0.244,239.15
ORD000704,CUST00142,PROD0108,2024-01-24,Office Supplies,Home Office,776.63,0.247,176.67
ORD000705,CUST00264,PROD0098,2024-04-29,Furniture,Home Office,641.58,0.278,95.07
ORD000706,CUST00036,PROD0112,2024-07-31,Furniture,Corporate,820.21,0.114,257.53
ORD000707,CUST00202,PROD0007,2025-05-23,Furniture,Home Office,781.87,0.244,182.86
ORD000708,CUST00313,PROD0113,2025-06-27,Office Supplies,Corporate,519.41,0.283,177.65
ORD000709,CUST00166,PROD0040,2024-12-08,Furniture,Consumer,846.79,0.072,203.88
ORD000710,CUST00085,PROD0138,2025-02-06,Office Supplies,Corporate,377.92,0.252,73.84
ORD000711,CUST00284,PROD0042,2024-09-06,Office Supplies,Consumer,108.4,0.154,11.94
ORD000712,CUST00006,PROD0017,2024-09-01,Furniture,Corporate,217.65,0.091,78.8
ORD000713,CUST00255,PROD0021,2025-06-13,Office Supplies,Corporate,868.56,0.051,343.78
ORD000714,CUST00083,PROD0095,2023-12-03,Furniture,Consumer,775.26,0.171,148.41
ORD000715,CUST00062,PROD0068,2024-04-05,Technology,Corporate,521.08,0.191,119.84
ORD000716,CUST00320,PROD0135,2025-03-13,Office Supplies,Home Office,657.06,0.137,139.05
ORD000717,CUST00223,PROD0005,2025-06-07,Furniture,Corporate,303.06,0.255,54.31
ORD000718,CUST00209,PROD0085,2025-05-06,Office Supplies,Home Office,671.57,0.237,163.99
ORD000719,CUST00231,PROD0110,2023-12-25,Office Supplies,Consumer,188.55,0.024,60.89
ORD000720,CUST00109,PROD0030,2025-05-16,Office Supplies,Home Office,693.14,0.178,153.04
ORD000721,CUST00372,PROD0139,2024-01-10,Furniture,Consumer,783.78,0.257,253.47
ORD000722,CUST00173,PROD0042,2025-02-14,Furniture,Corporate,688.3,0.216,274.85
ORD000723,CUST00330,PROD0083,2023-11-22,Furniture,Consumer,593.81,0.12,137.61
ORD000724,CUST00321,PROD0137,2024-03-31,Office Supplies,Consumer,498.09,0.184,70.3
ORD000725,CUST00291,PROD0043,2024-12-03,Technology,Corporate,103.82,0.16,18.99
ORD000726,CUST00248,PROD0129,2025-01-18,Office Supplies,Home Office,538.43,0.276,169.36
ORD000727,CUST00184,PROD0116,2024-12-23,Office Supplies,Corporate,743.61,0.128,136.97
ORD000728,CUST00029,PROD0019,2023-09-06,Office Supplies,Corporate,683.14,0.193,264.06
ORD000729,CUST00346,PROD0006,2023-10-12,Office Supplies,Home Office,855.55,0.011,215.5
ORD000730,CUST00244,PROD0009,2025-03-15,Furniture,Home Office,576.1,0.091,109.71
ORD000731,CUST00059,PROD0060,2023-09-07,Office Supplies,Consumer,185.9,0.203,68.26
ORD000732,CUST00345,PROD0080,2024-05-08,Office Supplies,Corporate,358.79,0.084,41.44
ORD000733,CUST00122,PROD0107,2024-10-10,Technology,Home Office,43.21,0.223,5.82
ORD000734,CUST00205,PROD0092,2023-10-13,Technology,Corporate,725.26,0.04,165.01
ORD000735,CUST00379,PROD0101,2025-05-21,Furniture,Corporate,863.81,0.253,122.38
ORD000736,CUST00071,PROD0131,2023-10-19,Office Supplies,Home Office,692.71,0.201,119.45
ORD000737,CUST00015,PROD0087,2025-05-02,Office Supplies,Corporate,288.73,0.047,60.82
ORD000738,CUST00327,PROD0112,2024-03-15,Office Supplies,Consumer,774.13,0.092,232.95
ORD000739,CUST00180,PROD0097,2024-04-20,Office Supplies,Corporate,757.36,0.08,107.24
ORD000740,CUST00271,PROD0086,2024-05-01,Technology,Consumer,254.87,0.297,60.93
ORD000741,CUST00064,PROD0091,2024-07-12,Furniture,Home Office,434.3,0.17,157.49
ORD000742,CUST00217,PROD0069,2025-03-13,Furniture,Home Office,951.63,0.277,139.93
ORD000743,CUST00272,PROD0006,2024-07-09,Furniture,Home Office,675.11,0.114,148.4
ORD000744,CUST00122,PROD0140,2025-04-25,Office Supplies,Consumer,40.34,0.263,7.59
ORD000745,CUST00236,PROD0140,2025-04-23,Technology,Home Office,495.37,0.17,183.24
ORD000746,CUST00019,PROD0064,2024-04-07,Technology,Corporate,456.39,0.265,141.62
ORD000747,CUST00063,PROD0113,2024-10-24,Office Supplies,Corporate,606.38,0.147,95.82
ORD000748,CUST00399,PROD0022,2025-02-19,Office Supplies,Consumer,313.36,0.214,105.36
ORD000749,CUST00164,PROD0069,2025-01-26,Office Supplies,Consumer,453.62,0.152,172.97
ORD000750,CUST00250,PROD0012,2023-07-13,Technology,Home Office,595.11,0.212,181.47
ORD000751,CUST00360,PROD0141,2024-03-27,Technology,Consumer,689.27,0.078,231.12
ORD000752,CUST00355,PROD0092,2023-12-07,Technology,Home Office,668.15,0.291,155.63
ORD000753,CUST00104,PROD0106,2024-02-27,Technology,Corporate,124.66,0.216,19.76
ORD000754,CUST00070,PROD0121,2025-04-21,Technology,Consumer,532.6,0.195,98.2
ORD000755,CUST00184,PROD0091,2023-08-16,Technology,Corporate,335.08,0.103,65.21
ORD000756,CUST00107,PROD0135,2024-05-01,Office Supplies,Corporate,164.12,0.006,38.18
ORD000757,CUST00112,PROD0104,2023-08-16,Furniture,Corporate,595.4,0.13,100.28
ORD000758,CUST00320,PROD0137,2024-10-01,Furniture,Home Office,421.45,0.026,137.11
ORD000759,CUST00117,PROD0146,2024-01-02,Office Supplies,Consumer,208.17,0.131,58.68
ORD000760,CUST00287,PROD0128,2024-06-22,Furniture,Consumer,729.69,0.297,180.11
ORD000761,CUST00032,PROD0082,2024-08-10,Office Supplies,Corporate,677.89,0.096,132.34
ORD000762,CUST00019,PROD0098,2025-05-31,Technology,Consumer,149.63,0.198,20.28
ORD000763,CUST00332,PROD0105,2023-09-03,Technology,Home Office,955.46,0.223,374.42
ORD000764,CUST00086,PROD0001,2024-03-16,Office Supplies,Consumer,535.36,0.29,207.66
ORD000765,CUST00041,PROD0082,2023-08-27,Office Supplies,Home Office,107.5,0.104,35.75
ORD000766,CUST00333,PROD0105,2024-04-25,Office Supplies,Home Office,504.77,0.022,51.05
ORD000767,CUST00257,PROD0048,2024-08-30,Furniture,Corporate,193.98,0.007,76.64
ORD000768,CUST00155,PROD0112,2024-08-06,Furniture,Corporate,78.38,0.001,21.24
ORD000769,CUST00333,PROD0030,2024-10-31,Office Supplies,Home Office,250.68,0.222,99.96
ORD000770,CUST00126,PROD0005,2025-04-08,Technology,Corporate,423.17,0.245,100.46
ORD000771,CUST00236,PROD0073,2025-05-04,Furniture,Consumer,205.93,0.047,60.24
ORD000772,CUST00266,PROD0106,2024-09-06,Office Supplies,Home Office,824.79,0.248,96.1
ORD000773,CUST00396,PROD0104,2024-01-30,Technology,Consumer,479.93,0.203,93.97
ORD000774,CUST00251,PROD0124,2023-12-03,Technology,Corporate,176.91,0.067,29.85
ORD000775,CUST00390,PROD0134,2023-09-19,Furniture,Home Office,514.59,0.111,135.34
ORD000776,CUST00140,PROD0038,2024-06-19,Office Supplies,Corporate,780.62,0.293,299.5
ORD000777,CUST00355,PROD0044,2023-11-10,Technology,Corporate,206.05,0.289,44.48
ORD000778,CUST00343,PROD0050,2024-01-02,Furniture,Home Office,38.42,0.185,6.65
ORD000779,CUST00060,PROD0088,2024-08-21,Office Supplies,Home Office,598.87,0.104,69.84
ORD000780,CUST00053,PROD0021,2024-11-01,Office Supplies,Consumer,629.93,0.052,152.0
ORD000781,CUST00013,PROD0043,2025-06-23,Office Supplies,Consumer,531.56,0.056,78.36
ORD000782,CUST00019,PROD0056,2025-03-09,Office Supplies,Home Office,552.67,0.173,64.73
ORD000783,CUST00305,PROD0143,2024-09-27,Furniture,Consumer,472.06,0.02,136.75
ORD000784,CUST00070,PROD0102,2024-02-18,Office Supplies,Corporate,413.79,0.273,140.54
ORD000785,CUST00177,PROD0103,2023-08-24,Furniture,Consumer,965.65,0.01,150.21
ORD000786,CUST00125,PROD0073,2025-05-29,Technology,Home Office,425.18,0.121,106.04
ORD000787,CUST00153,PROD0126,2023-12-13,Office Supplies,Corporate,328.4,0.181,99.28
ORD000788,CUST00254,PROD0114,2024-09-14,Technology,Home Office,355.79,0.07,95.93
ORD000789,CUST00331,PROD0071,2025-04-15,Furniture,Corporate,617.63,0.23,217.71
ORD000790,CUST00013,PROD0139,2024-08-16,Furniture,Home Office,822.35,0.052,204.77
ORD000791,CUST00117,PROD0049,2023-12-15,Technology,Corporate,372.63,0.289,98.88
ORD000792,CUST00176,PROD0071,2024-11-26,Office Supplies,Home Office,614.18,0.257,181.99
ORD000793,CUST00090,PROD0122,2025-04-06,Office Supplies,Consumer,821.34,0.287,132.11
ORD000794,CUST00132,PROD0132,2023-09-24,Office Supplies,Corporate,78.55,0.11,25.58
ORD000795,CUST00134,PROD0033,2024-03-22,Technology,Consumer,187.91,0.157,66.45
ORD000796,CUST00194,PROD0043,2024-01-18,Furniture,Corporate,922.45,0.065,340.81
ORD000797,CUST00109,PROD0045,2024-03-04,Office Supplies,Home Office,809.55,0.242,291.11
ORD000798,CUST00147,PROD0080,2025-02-18,Office Supplies,Home Office,602.35,0.152,152.52
ORD000799,CUST00145,PROD0067,2023-08-26,Office Supplies,Consumer,759.68,0.226,204.79
ORD000800,CUST00316,PROD0054,2025-02-12,Furniture,Consumer,300.0,0.294,70.14
ORD000801,CUST00057,PROD0107,2025-03-03,Technology,Home Office,355.47,0.021,134.44
ORD000802,CUST00371,PROD0109,2023-11-24,Furniture,Home Office,605.74,0.116,88.27
ORD000803,CUST00189,PROD0036,2023-10-06,Furniture,Corporate,25.91,0.265,9.97
ORD000804,CUST00371,PROD0061,2023-12-29,Technology,Corporate,221.25,0.235,55.63
ORD000805,CUST00007,PROD0023,2024-10-28,Furniture,Home Office,921.41,0.167,212.6
ORD000806,CUST00281,PROD0070,2025-02-12,Furniture,Consumer,995.33,0.294,169.65
ORD000807,CUST00376,PROD0121,2025-06-02,Furniture,Corporate,648.69,0.117,226.51
ORD000808,CUST00199,PROD0056,2023-12-21,Technology,Home Office,489.27,0.057,153.72
ORD000809,CUST00193,PROD0143,2024-03-05,Furniture,Consumer,148.09,0.229,16.89
ORD000810,CUST00359,PROD0022,2024-03-05,Furniture,Corporate,894.13,0.096,240.36
ORD000811,CUST00238,PROD0094,2024-11-16,Office Supplies,Consumer,679.18,0.068,222.69
ORD000812,CUST00278,PROD0131,2024-01-16,Furniture,Corporate,489.91,0.024,74.73
ORD000813,CUST00127,PROD0098,2024-01-16,Technology,Home Office,508.37,0.295,118.32
ORD000814,CUST00339,PROD0021,2025-06-27,Furniture,Corporate,219.1,0.2,63.48
ORD000815,CUST00181,PROD0090,2025-01-29,Furniture,Consumer,885.84,0.097,170.85
ORD000816,CUST00210,PROD0053,2023-12-07,Office Supplies,Corporate,571.53,0.062,202.64
ORD000817,CUST00301,PROD0034,2023-10-29,Office Supplies,Consumer,825.04,0.284,251.18
ORD000818,CUST00269,PROD0058,2025-06-13,Office Supplies,Consumer,163.92,0.183,22.26
ORD000819,CUST00069,PROD0096,2025-02-14,Furniture,Home Office,831.77,0.288,290.27
ORD000820,CUST00036,PROD0031,2025-04-08,Furniture,Consumer,918.11,0.223,271.99
ORD000821,CUST00126,PROD0120,2025-06-05,Office Supplies,Corporate,371.74,0.113,113.87
ORD000822,CUST00270,PROD0013,2024-11-07,Furniture,Home Office,261.32,0.252,62.73
ORD000823,CUST00350,PROD0135,2024-04-27,Technology,Home Office,494.93,0.23,57.77
ORD000824,CUST00283,PROD0120,2025-03-03,Office Supplies,Corporate,441.79,0.096,49.73
ORD000825,CUST00168,PROD0062,2024-07-25,Office Supplies,Corporate,55.57,0.253,18.79
ORD000826,CUST00026,PROD0050,2024-05-05,Technology,Corporate,512.68,0.13,133.45
ORD000827,CUST00253,PROD0128,2023-09-19,Technology,Home Office,23.41,0.186,4.06
ORD000828,CUST00138,PROD0146,2024-09-01,Office Supplies,Consumer,279.66,0.275,84.94
ORD000829,CUST00053,PROD0077,2024-10-04,Technology,Home Office,85.01,0.16,32.45
ORD000830,CUST00266,PROD0008,2025-02-15,Furniture,Consumer,594.63,0.296,120.51
ORD000831,CUST00090,PROD0104,2023-12-05,Office Supplies,Consumer,755.86,0.025,229.49
ORD000832,CUST00112,PROD0029,2023-11-01,Furniture,Home Office,833.23,0.057,176.52
ORD000833,CUST00358,PROD0116,2024-12-08,Office Supplies,Corporate,913.43,0.083,350.71
ORD000834,CUST00119,PROD0108,2024-08-21,Furniture,Corporate,730.85,0.213,238.15
ORD000835,CUST00210,PROD0105,2024-05-26,Furniture,Home Office,986.57,0.208,105.16
ORD000836,CUST00256,PROD0033,2023-08-17,Office Supplies,Home Office,209.86,0.196,61.19
ORD000837,CUST00085,PROD0083,2024-05-02,Office Supplies,Corporate,536.31,0.26,149.1
ORD000838,CUST00013,PROD0114,2025-05-30,Furniture,Corporate,962.06,0.091,160.95
ORD000839,CUST00339,PROD0015,2023-11-07,Office Supplies,Home Office,117.97,0.242,37.55
ORD000840,CUST00327,PROD0141,2024-09-21,Technology,Corporate,876.15,0.041,157.47
ORD000841,CUST00364,PROD0109,2025-06-12,Furniture,Home Office,638.82,0.252,99.9
ORD000842,CUST00367,PROD0047,2024-05-08,Furniture,Consumer,794.13,0.176,246.38
ORD000843,CUST00356,PROD0085,2023-08-28,Furniture,Home Office,936.45,0.019,94.14
ORD000844,CUST00075,PROD0075,2024-03-23,Furniture,Consumer,981.37,0.142,263.4
ORD000845,CUST00303,PROD0058,2023-12-27,Technology,Home Office,144.39,0.107,38.28
ORD000846,CUST00145,PROD0039,2025-03-26,Technology,Home Office,203.19,0.287,55.84
ORD000847,CUST00190,PROD0008,2025-02-19,Office Supplies,Home Office,608.21,0.121,158.16
ORD000848,CUST00141,PROD0092,2024-12-20,Technology,Consumer,123.02,0.273,14.9
ORD000849,CUST00232,PROD0101,2023-08-23,Office Supplies,Consumer,62.12,0.085,22.36
ORD000850,CUST00173,PROD0044,2025-04-25,Technology,Home Office,158.93,0.152,52.69
ORD000851,CUST00322,PROD0040,2025-01-01,Furniture,Home Office,643.38,0.24,131.45
ORD000852,CUST00308,PROD0085,2025-05-06,Technology,Home Office,808.93,0.028,236.83
ORD000853,CUST00277,PROD0111,2024-09-29,Office Supplies,Home Office,741.44,0.215,187.44
ORD000854,CUST00316,PROD0132,2024-10-28,Technology,Consumer,545.42,0.152,119.38
ORD000855,CUST00240,PROD0026,2025-05-24,Technology,Consumer,757.93,0.078,83.43
ORD000856,CUST00096,PROD0042,2024-08-24,Technology,Corporate,387.55,0.148,79.52
ORD000857,CUST00027,PROD0129,2024-01-05,Technology,Consumer,871.85,0.108,266.35
ORD000858,CUST00018,PROD0009,2024-11-12,Furniture,Home Office,713.06,0.156,270.13
ORD000859,CUST00306,PROD0083,2025-05-26,Office Supplies,Corporate,233.66,0.039,24.01
ORD000860,CUST00153,PROD0105,2023-09-29,Office Supplies,Corporate,354.42,0.084,133.13
ORD000861,CUST00181,PROD0078,2024-12-19,Office Supplies,Home Office,845.17,0.097,301.89
ORD000862,CUST00023,PROD0115,2024-06-24,Office Supplies,Corporate,486.11,0.182,158.58
ORD000863,CUST00330,PROD0009,2025-04-04,Office Supplies,Corporate,169.55,0.291,23.72
ORD000864,CUST00383,PROD0077,2024-03-06,Furniture,Home Office,267.18,0.086,37.72
ORD000865,CUST00121,PROD0026,2025-03-03,Technology,Consumer,536.23,0.14,143.8
ORD000866,CUST00314,PROD0046,2023-10-30,Technology,Corporate,36.97,0.203,14.67
ORD000867,CUST00091,PROD0002,2024-08-22,Furniture,Home Office,333.64,0.208,49.82
ORD000868,CUST00400,PROD0092,2024-05-18,Office Supplies,Home Office,607.05,0.232,139.61
ORD000869,CUST00232,PROD0032,2023-09-07,Technology,Home Office,221.24,0.278,65.92
ORD000870,CUST00181,PROD0084,2023-07-15,Furniture,Corporate,255.61,0.115,94.6
ORD000871,CUST00094,PROD0020,2023-10-04,Technology,Consumer,806.66,0.138,185.84
ORD000872,CUST00041,PROD0031,2025-06-10,Technology,Corporate,486.51,0.001,61.19
ORD000873,CUST00189,PROD0142,2023-07-31,Furniture,Home Office,748.13,0.211,103.29
ORD000874,CUST00064,PROD0062,2024-08-13,Furniture,Home Office,414.56,0.056,80.72
ORD000875,CUST00185,PROD0115,2024-12-30,Technology,Home Office,859.31,0.193,191.87
ORD000876,CUST00134,PROD0039,2025-02-04,Technology,Corporate,84.37,0.005,24.54
ORD000877,CUST00222,PROD0072,2024-09-11,Office Supplies,Consumer,158.86,0.105,39.58
ORD000878,CUST00200,PROD0140,2025-06-01,Office Supplies,Corporate,603.3,0.21,189.5
ORD000879,CUST00054,PROD0084,2025-02-02,Office Supplies,Consumer,445.84,0.086,91.11
ORD000880,CUST00385,PROD0040,2024-08-29,Office Supplies,Corporate,758.5,0.216,298.2
ORD000881,CUST00142,PROD0129,2025-01-27,Furniture,Consumer,945.65,0.014,366.71
ORD000882,CUST00341,PROD0098,2023-11-06,Furniture,Consumer,881.96,0.013,147.61
ORD000883,CUST00063,PROD0024,2025-05-22,Office Supplies,Consumer,152.23,0.118,48.11
ORD000884,CUST00012,PROD0070,2025-05-14,Office Supplies,Home Office,752.59,0.239,272.1
ORD000885,CUST00232,PROD0132,2024-10-19,Office Supplies,Corporate,421.37,0.188,73.9
ORD000886,CUST00277,PROD0009,2025-06-08,Office Supplies,Corporate,273.31,0.293,100.19
ORD000887,CUST00235,PROD0021,2024-06-17,Technology,Home Office,935.36,0.064,232.68
ORD000888,CUST00310,PROD0049,2024-08-04,Technology,Home Office,686.61,0.167,145.81
ORD000889,CUST00081,PROD0131,2025-01-08,Technology,Home Office,426.63,0.053,123.94
ORD000890,CUST00300,PROD0147,2024-01-12,Furniture,Consumer,425.29,0.19,157.28
ORD000891,CUST00120,PROD0136,2024-10-28,Office Supplies,Consumer,727.69,0.195,138.78
ORD000892,CUST00374,PROD0088,2024-02-28,Furniture,Corporate,286.68,0.051,49.6
ORD000893,CUST00387,PROD0117,2024-07-25,Office Supplies,Consumer,35.61,0.207,11.33
ORD000894,CUST00351,PROD0107,2023-09-12,Technology,Corporate,829.55,0.282,292.38
ORD000895,CUST00201,PROD0001,2024-08-31,Furniture,Consumer,960.58,0.241,303.82
ORD000896,CUST00068,PROD0085,2025-06-01,Technology,Consumer,77.43,0.048,21.66
ORD000897,CUST00399,PROD0093,2024-01-19,Office Supplies,Corporate,854.83,0.179,256.63
ORD000898,CUST00276,PROD0012,2023-08-20,Furniture,Home Office,849.2,0.041,308.79
ORD000899,CUST00154,PROD0133,2024-10-24,Technology,Consumer,734.06,0.281,139.55
ORD000900,CUST00114,PROD0009,2024-08-26,Furniture,Consumer,281.03,0.202,39.27
ORD000901,CUST00076,PROD0023,2024-06-05,Office Supplies,Consumer,177.94,0.037,32.62
ORD000902,CUST00121,PROD0125,2024-04-05,Office Supplies,Home Office,845.44,0.241,276.8
ORD000903,CUST00210,PROD0010,2023-12-14,Furniture,Home Office,57.77,0.045,21.45
ORD000904,CUST00184,PROD0032,2024-10-16,Technology,Consumer,365.44,0.14,111.64
ORD000905,CUST00260,PROD0112,2025-01-26,Furniture,Consumer,322.94,0.193,43.79
ORD000906,CUST00056,PROD0058,2023-12-20,Office Supplies,Consumer,424.64,0.097,115.88
ORD000907,CUST00104,PROD0054,2024-01-20,Furniture,Home Office,409.28,0.198,80.63
ORD000908,CUST00205,PROD0041,2025-06-25,Office Supplies,Consumer,296.04,0.24,47.81
ORD000909,CUST00341,PROD0056,2024-07-05,Furniture,Corporate,764.3,0.075,90.29
ORD000910,CUST00045,PROD0131,2025-06-22,Office Supplies,Home Office,100.04,0.158,36.21
ORD000911,CUST00369,PROD0125,2024-05-21,Office Supplies,Corporate,963.53,0.006,115.53
ORD000912,CUST00301,PROD0038,2023-08-31,Office Supplies,Home Office,83.64,0.183,21.02
ORD000913,CUST00300,PROD0103,2025-04-20,Furniture,Corporate,38.57,0.121,14.27
ORD000914,CUST00207,PROD0040,2024-08-16,Furniture,Home Office,473.66,0.219,49.82
ORD000915,CUST00038,PROD0090,2024-10-22,Office Supplies,Consumer,745.96,0.185,219.24
ORD000916,CUST00126,PROD0022,2023-10-01,Office Supplies,Consumer,275.98,0.261,62.58
ORD000917,CUST00101,PROD0071,2024-01-25,Furniture,Home Office,548.97,0.217,64.62
ORD000918,CUST00108,PROD0077,2025-01-28,Technology,Consumer,211.52,0.071,32.77
ORD000919,CUST00332,PROD0101,2024-01-16,Office Supplies,Home Office,226.08,0.157,49.0
ORD000920,CUST00146,PROD0129,2024-10-30,Technology,Consumer,519.98,0.218,128.14
ORD000921,CUST00115,PROD0120,2023-08-07,Technology,Consumer,264.84,0.186,45.86
ORD000922,CUST00010,PROD0113,2024-07-07,Furniture,Consumer,123.89,0.102,15.74
ORD000923,CUST00284,PROD0002,2024-06-24,Office Supplies,Home Office,749.83,0.283,209.27
ORD000924,CUST00359,PROD0128,2025-02-02,Office Supplies,Corporate,350.46,0.264,72.67
ORD000925,CUST00062,PROD0054,2024-03-14,Furniture,Corporate,774.83,0.269,132.43
