vendor_id,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code_id,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
1,2024-01-09 10:00:45,2024-01-09 10:05:45,1,19.8,-73.895497,40.680948,1,N,-73.879313,40.672756,2,54.5,0.0,0.5,0.0,0.0,55.0
1,2024-01-10 13:06:15,2024-01-10 13:22:15,1,1.17,-74.024846,40.826531,1,N,-74.030592,40.814362,1,13.43,0.0,0.5,0.75,0.0,14.68
2,2024-01-03 20:36:26,2024-01-03 21:28:26,1,14.27,-73.957806,40.652053,1,N,-73.960168,40.635571,2,64.17,0.0,0.5,0.0,0.0,64.67
2,2024-01-30 19:15:30,2024-01-30 19:51:30,2,16.8,-73.959076,40.803611,1,N,-73.966285,40.799882,1,62.5,0.0,0.5,11.71,0.0,74.71
2,2024-01-16 19:16:38,2024-01-16 20:13:38,1,11.86,-73.958927,40.806617,1,N,-73.949248,40.793967,2,60.65,0.0,0.5,0.0,0.0,61.15
1,2024-01-17 13:34:37,2024-01-17 13:44:37,1,14.7,-74.033477,40.711357,1,N,-74.050196,40.716082,1,44.25,0.0,0.5,4.64,0.0,49.39
2,2024-01-19 13:34:51,2024-01-19 14:16:51,4,17.77,-73.935839,40.773172,1,N,-73.955148,40.788979,1,67.92,0.0,0.5,2.72,0.0,71.14
2,2024-01-07 12:07:06,2024-01-07 12:59:06,1,18.51,-73.827984,40.7309,1,N,-73.842328,40.743869,1,74.78,0.0,0.5,11.83,0.0,87.11
1,2024-01-18 06:34:59,2024-01-18 07:34:59,2,11.41,-73.858589,40.6841,1,N,-73.847302,40.697526,1,61.02,0.0,0.5,0.46,0.0,61.98
2,2024-01-31 15:39:57,2024-01-31 15:57:57,2,0.32,-73.901029,40.809926,1,N,-73.892692,40.819756,1,12.3,0.0,0.5,0.43,0.0,13.23
2,2024-01-24 21:32:37,2024-01-24 21:41:37,1,3.24,-73.821981,40.760254,1,N,-73.823746,40.768392,1,15.1,0.0,0.5,3.62,0.0,19.22
1,2024-01-13 23:27:49,2024-01-14 00:03:49,1,11.17,-73.94812,40.748669,1,N,-73.962967,40.760871,1,48.42,0.0,0.5,7.38,0.0,56.3
1,2024-01-15 07:58:52,2024-01-15 08:20:52,4,10.28,-73.99412,40.793444,1,N,-74.012332,40.80052,1,39.2,0.0,0.5,6.92,0.0,46.62
2,2024-01-31 16:02:40,2024-01-31 16:36:40,4,3.55,-73.93017,40.811203,1,N,-73.948413,40.8133,1,28.38,0.0,0.5,1.86,0.0,30.74
1,2024-01-18 09:48:48,2024-01-18 10:43:48,2,13.88,-73.959869,40.745421,1,N,-73.961823,40.757607,1,64.7,0.0,0.5,0.67,0.0,65.87
1,2024-01-13 11:37:52,2024-01-13 12:33:52,3,8.77,-74.024971,40.750535,1,N,-74.015824,40.750737,1,52.42,0.0,0.5,2.68,0.0,55.6
2,2024-01-19 21:08:05,2024-01-19 21:30:05,2,11.22,-73.861899,40.720884,1,N,-73.849689,40.709706,2,41.55,0.0,0.5,0.0,0.0,42.05
1,2024-01-17 20:58:37,2024-01-17 21:26:37,2,1.57,-73.840823,40.832265,1,N,-73.836289,40.845449,1,20.43,0.0,0.5,2.13,0.0,23.06
1,2024-01-07 16:50:32,2024-01-07 17:44:32,2,17.38,-73.872527,40.826944,1,N,-73.852835,40.838919,2,72.95,0.0,0.5,0.0,0.0,73.45
1,2024-01-14 13:34:25,2024-01-14 14:05:25,2,1.68,-73.800788,40.705419,1,N,-73.790659,40.721521,1,22.2,0.0,0.5,1.19,0.0,23.89
1,2024-01-11 01:32:20,2024-01-11 01:54:20,4,11.78,-74.013624,40.794206,1,N,-74.02337,40.813997,1,42.95,0.0,0.5,7.84,0.0,51.29
1,2024-01-28 15:33:34,2024-01-28 15:52:34,3,16.2,-73.957588,40.767824,1,N,-73.947449,40.758209,1,52.5,0.0,0.5,12.56,0.0,65.56
2,2024-01-15 22:24:34,2024-01-15 22:53:34,2,14.73,-74.011556,40.697874,1,N,-74.01722,40.681593,1,53.83,0.0,0.5,8.61,0.0,62.94
2,2024-01-11 17:33:24,2024-01-11 17:42:24,4,17.3,-73.852748,40.728769,1,N,-73.872435,40.731033,2,50.25,0.0,0.5,0.0,0.0,50.75
1,2024-01-17 02:29:30,2024-01-17 02:54:30,3,13.3,-73.84337,40.67985,1,N,-73.827733,40.674552,1,48.25,0.0,0.5,10.53,0.0,59.28
1,2024-01-26 12:17:42,2024-01-26 13:15:42,1,10.59,-74.000575,40.757304,1,N,-74.020511,40.767862,1,57.98,0.0,0.5,5.41,0.0,63.89
2,2024-01-22 04:53:48,2024-01-22 05:51:48,2,18.85,-73.897014,40.71857,1,N,-73.895607,40.710491,2,78.62,0.0,0.5,0.0,0.0,79.12
2,2024-01-25 00:57:37,2024-01-25 01:30:37,1,4.45,-74.044458,40.839818,1,N,-74.053316,40.851886,1,30.12,0.0,0.5,4.33,0.0,34.95
1,2024-01-17 05:58:49,2024-01-17 06:08:49,1,6.52,-74.026195,40.721483,1,N,-74.038168,40.738988,1,23.8,0.0,0.5,3.57,0.0,27.87
2,2024-01-25 09:58:29,2024-01-25 10:43:29,3,1.83,-73.863204,40.704908,1,N,-73.854862,40.723523,1,29.57,0.0,0.5,5.22,0.0,35.29
2,2024-01-26 13:29:26,2024-01-26 13:54:26,4,15.24,-73.844829,40.846552,1,N,-73.858569,40.844303,1,53.1,0.0,0.5,10.49,0.0,64.09
2,2024-01-21 14:27:45,2024-01-21 14:44:45,1,1.53,-73.949606,40.703644,1,N,-73.953356,40.715129,2,14.82,0.0,0.5,0.0,0.0,15.32
1,2024-01-06 10:00:52,2024-01-06 10:40:52,4,0.26,-73.929009,40.755878,1,N,-73.931938,40.773293,1,23.15,0.0,0.5,3.27,0.0,26.92
2,2024-01-18 00:54:03,2024-01-18 01:42:03,1,3.91,-73.898705,40.686737,1,N,-73.885302,40.682577,1,36.27,0.0,0.5,6.88,0.0,43.65
1,2024-01-28 22:37:51,2024-01-28 23:08:51,4,10.53,-73.854338,40.681047,1,N,-73.837459,40.66683,1,44.33,0.0,0.5,3.38,0.0,48.21
1,2024-01-24 06:46:17,2024-01-24 07:11:17,3,8.77,-73.926937,40.659764,1,N,-73.9218,40.670416,1,36.92,0.0,0.5,8.81,0.0,46.23
1,2024-01-14 07:55:31,2024-01-14 07:56:31,1,16.79,-73.81191,40.689307,1,N,-73.81991,40.669507,1,44.97,0.0,0.5,4.93,0.0,50.4
1,2024-01-19 04:35:22,2024-01-19 05:26:22,1,18.58,-73.785657,40.729826,1,N,-73.766186,40.729265,1,74.45,0.0,0.5,5.07,0.0,80.02
1,2024-01-17 18:00:45,2024-01-17 18:16:45,1,9.74,-73.874269,40.828499,1,N,-73.892633,40.84412,2,34.85,0.0,0.5,0.0,0.0,35.35
1,2024-01-25 01:37:01,2024-01-25 01:46:01,1,17.07,-74.035577,40.716552,1,N,-74.047329,40.733559,1,49.67,0.0,0.5,1.33,0.0,51.5
1,2024-01-26 18:19:42,2024-01-26 19:12:42,2,3.16,-73.755559,40.731754,1,N,-73.746004,40.748773,1,36.9,0.0,0.5,6.81,0.0,44.21
1,2024-01-05 03:36:16,2024-01-05 04:33:16,4,15.71,-73.785628,40.721483,1,N,-73.792789,40.736926,1,70.28,0.0,0.5,9.79,0.0,80.57
2,2024-01-25 03:11:43,2024-01-25 03:41:43,2,7.79,-73.947945,40.714005,1,N,-73.962395,40.730572,1,36.98,0.0,0.5,2.01,0.0,39.49
2,2024-01-20 07:18:47,2024-01-20 07:49:47,4,11.27,-73.857596,40.703399,1,N,-73.84766,40.6835,1,46.17,0.0,0.5,9.59,0.0,56.26
2,2024-01-04 23:45:13,2024-01-05 00:28:13,2,10.15,-73.815617,40.762515,1,N,-73.812836,40.746517,2,49.38,0.0,0.5,0.0,0.0,49.88
1,2024-01-18 23:27:36,2024-01-18 23:32:36,4,6.21,-74.004047,40.785517,1,N,-74.012954,40.769356,1,20.52,0.0,0.5,1.74,0.0,22.76
2,2024-01-21 20:20:18,2024-01-21 21:19:18,4,4.97,-73.967322,40.7583,1,N,-73.966521,40.765219,1,44.42,0.0,0.5,7.36,0.0,52.28
2,2024-01-14 05:02:05,2024-01-14 05:31:05,1,0.83,-73.916518,40.720101,1,N,-73.905313,40.723395,1,19.07,0.0,0.5,1.55,0.0,21.12
1,2024-01-11 04:57:19,2024-01-11 05:38:19,1,13.18,-73.799397,40.694531,1,N,-73.788764,40.696013,1,55.95,0.0,0.5,12.03,0.0,68.48
1,2024-01-07 20:07:06,2024-01-07 20:54:06,2,1.17,-74.049198,40.766453,1,N,-74.038491,40.780797,1,28.93,0.0,0.5,2.16,0.0,31.59
2,2024-01-17 18:51:22,2024-01-17 19:05:22,1,1.05,-73.942017,40.742763,1,N,-73.957017,40.724801,1,12.12,0.0,0.5,1.95,0.0,14.57
2,2024-01-23 01:56:36,2024-01-23 02:51:36,3,1.53,-73.981385,40.707547,1,N,-73.962947,40.697163,1,33.83,0.0,0.5,5.87,0.0,40.2
2,2024-01-07 11:31:45,2024-01-07 11:43:45,1,5.17,-73.944281,40.723056,1,N,-73.925804,40.716527,1,21.43,0.0,0.5,1.45,0.0,23.38
1,2024-01-16 00:02:06,2024-01-16 00:09:06,1,12.43,-73.931948,40.71576,1,N,-73.926,40.714464,1,37.08,0.0,0.5,2.2,0.0,39.78
2,2024-01-27 00:57:32,2024-01-27 01:21:32,4,15.02,-73.759979,40.719904,1,N,-73.779273,40.730914,1,52.05,0.0,0.5,6.32,0.0,58.87
1,2024-01-24 16:19:37,2024-01-24 16:43:37,2,15.77,-73.77161,40.669544,1,N,-73.775259,40.651316,1,53.92,0.0,0.5,8.47,0.0,62.89
2,2024-01-10 09:20:48,2024-01-10 09:47:48,2,12.8,-73.999707,40.692681,1,N,-73.990265,40.704165,1,48.0,0.0,0.5,3.61,0.0,52.11
2,2024-01-05 22:33:40,2024-01-05 22:50:40,3,2.01,-73.929866,40.768581,1,N,-73.910834,40.773925,2,16.02,0.0,0.5,0.0,0.0,16.52
2,2024-01-12 22:05:40,2024-01-12 22:24:40,3,0.93,-74.012654,40.71986,1,N,-74.01988,40.713462,1,14.32,0.0,0.5,1.79,0.0,16.61
2,2024-01-19 02:25:02,2024-01-19 03:11:02,1,16.51,-73.820025,40.657416,1,N,-73.821566,40.645055,1,66.78,0.0,0.5,1.3,0.0,68.58
2,2024-01-30 21:25:46,2024-01-30 22:09:46,2,0.8,-74.040628,40.819277,1,N,-74.030309,40.81681,2,26.5,0.0,0.5,0.0,0.0,27.0
1,2024-01-28 21:29:07,2024-01-28 21:32:07,3,6.32,-73.903336,40.736495,1,N,-73.899441,40.754261,1,19.8,0.0,0.5,1.97,0.0,22.27
2,2024-01-06 07:58:30,2024-01-06 08:46:30,2,15.44,-73.810562,40.76566,1,N,-73.799338,40.772243,2,65.1,0.0,0.5,0.0,0.0,65.6
2,2024-01-20 12:08:09,2024-01-20 12:52:09,3,4.88,-73.975004,40.849643,1,N,-73.963381,40.849115,1,36.7,0.0,0.5,6.45,0.0,43.65
1,2024-01-03 04:58:57,2024-01-03 05:30:57,1,15.6,-74.032662,40.675617,1,N,-74.031303,40.664193,1,57.5,0.0,0.5,11.51,0.0,69.51
2,2024-01-10 09:51:05,2024-01-10 10:31:05,1,17.16,-74.04781,40.704421,1,N,-74.065925,40.703145,2,65.4,0.0,0.5,0.0,0.0,65.9
2,2024-01-30 19:55:43,2024-01-30 20:10:43,3,14.27,-73.920336,40.820213,1,N,-73.903421,40.812759,2,45.67,0.0,0.5,0.0,0.0,46.17
2,2024-01-04 00:52:57,2024-01-04 01:37:57,3,19.47,-73.969591,40.842653,1,N,-73.98175,40.853359,1,73.67,0.0,0.5,12.23,0.0,86.4
2,2024-01-12 02:01:14,2024-01-12 02:53:14,4,3.15,-73.940738,40.775778,1,N,-73.926999,40.778207,1,36.38,0.0,0.5,4.67,0.0,41.55
2,2024-01-09 19:26:00,2024-01-09 20:09:00,4,5.36,-73.925476,40.829385,1,N,-73.926641,40.833037,1,37.4,0.0,0.5,1.32,0.0,39.22
1,2024-01-21 20:00:45,2024-01-21 20:38:45,1,15.96,-74.018894,40.81205,1,N,-74.012005,40.830327,1,61.4,0.0,0.5,4.05,0.0,65.95
2,2024-01-16 15:28:23,2024-01-16 16:24:23,2,15.82,-74.00228,40.725522,1,N,-73.985349,40.728945,1,70.05,0.0,0.5,14.76,0.0,85.31
2,2024-01-20 03:24:34,2024-01-20 04:13:34,1,7.61,-73.822366,40.740301,1,N,-73.831802,40.745466,1,46.03,0.0,0.5,2.08,0.0,48.61
2,2024-01-14 14:24:53,2024-01-14 14:43:53,4,10.69,-73.77264,40.671875,1,N,-73.788738,40.682774,1,38.72,0.0,0.5,0.83,0.0,40.05
1,2024-01-22 20:27:26,2024-01-22 20:40:26,3,11.1,-73.896637,40.653658,1,N,-73.903112,40.635976,1,36.75,0.0,0.5,6.34,0.0,43.59
1,2024-01-22 13:56:56,2024-01-22 14:50:56,1,15.59,-73.764634,40.735768,1,N,-73.772598,40.719757,2,68.47,0.0,0.5,0.0,0.0,68.97
1,2024-01-13 15:07:15,2024-01-13 15:32:15,1,10.49,-73.848772,40.683163,1,N,-73.830927,40.673604,1,41.23,0.0,0.5,3.34,0.0,45.07
2,2024-01-05 17:31:57,2024-01-05 17:39:57,2,3.99,-73.994625,40.683797,1,N,-74.006343,40.679364,2,16.48,0.0,0.5,0.0,0.0,16.98
1,2024-01-15 03:07:57,2024-01-15 03:37:57,2,13.26,-73.777619,40.659242,1,N,-73.774699,40.678897,2,50.65,0.0,0.5,0.0,0.0,51.15
1,2024-01-27 09:10:49,2024-01-27 09:26:49,3,9.72,-73.817356,40.725443,1,N,-73.807737,40.72037,2,34.8,0.0,0.5,0.0,0.0,35.3
1,2024-01-31 21:35:10,2024-01-31 22:02:10,2,10.52,-73.994337,40.668762,1,N,-74.008446,40.66004,2,42.3,0.0,0.5,0.0,0.0,42.8
2,2024-01-15 13:17:50,2024-01-15 13:24:50,1,16.56,-73.899699,40.812784,1,N,-73.910804,40.801832,2,47.4,0.0,0.5,0.0,0.0,47.9
1,2024-01-16 22:44:16,2024-01-16 23:35:16,2,12.3,-73.929818,40.772952,1,N,-73.931127,40.75732,1,58.75,0.0,0.5,4.74,0.0,63.99
1,2024-01-30 13:47:59,2024-01-30 14:31:59,2,0.76,-74.04387,40.806925,1,N,-74.053863,40.818829,2,26.4,0.0,0.5,0.0,0.0,26.9
1,2024-01-12 03:20:58,2024-01-12 03:40:58,3,11.96,-74.010793,40.81287,1,N,-73.990871,40.821077,1,42.4,0.0,0.5,1.31,0.0,44.21
2,2024-01-19 03:27:58,2024-01-19 04:03:58,1,7.89,-73.87784,40.687566,1,N,-73.858101,40.673254,2,40.22,0.0,0.5,0.0,0.0,40.72
2,2024-01-09 12:03:58,2024-01-09 12:11:58,3,18.04,-73.761782,40.834455,1,N,-73.779103,40.824414,1,51.6,0.0,0.5,10.07,0.0,62.17
2,2024-01-09 08:14:44,2024-01-09 08:40:44,1,18.59,-73.811233,40.678119,1,N,-73.82671,40.680974,2,61.98,0.0,0.5,0.0,0.0,62.48
2,2024-01-14 09:57:52,2024-01-14 10:30:52,1,15.48,-74.046861,40.822968,1,N,-74.029739,40.812244,1,57.7,0.0,0.5,10.91,0.0,69.11
2,2024-01-10 07:50:27,2024-01-10 08:34:27,4,4.86,-73.798241,40.777756,1,N,-73.818071,40.77224,1,36.65,0.0,0.5,7.8,0.0,44.95
2,2024-01-16 02:55:18,2024-01-16 03:17:18,1,6.97,-73.774517,40.725476,1,N,-73.78581,40.733087,1,30.93,0.0,0.5,5.68,0.0,37.11
2,2024-01-03 06:51:28,2024-01-03 07:50:28,1,1.83,-73.807658,40.667685,1,N,-73.791223,40.657467,1,36.58,0.0,0.5,4.69,0.0,41.77
1,2024-01-28 11:44:32,2024-01-28 12:22:32,2,9.13,-74.04642,40.694109,1,N,-74.034099,40.708602,2,44.33,0.0,0.5,0.0,0.0,44.83
2,2024-01-24 14:09:08,2024-01-24 14:54:08,2,1.23,-74.041952,40.656532,1,N,-74.04552,40.654608,1,28.07,0.0,0.5,0.52,0.0,29.09
2,2024-01-19 13:02:48,2024-01-19 13:03:48,3,15.24,-73.951012,40.842635,1,N,-73.960877,40.855001,1,41.1,0.0,0.5,2.15,0.0,43.75
1,2024-01-19 16:46:22,2024-01-19 17:22:22,4,9.2,-73.97234,40.801211,1,N,-73.974198,40.81452,2,43.5,0.0,0.5,0.0,0.0,44.0
1,2024-01-01 10:56:24,2024-01-01 11:21:24,2,14.32,-73.966055,40.712033,1,N,-73.948385,40.718275,2,50.8,0.0,0.5,0.0,0.0,51.3
2,2024-01-04 21:14:25,2024-01-04 21:55:25,4,5.36,-73.821232,40.802061,1,N,-73.839448,40.791093,2,36.4,0.0,0.5,0.0,0.0,36.9
2,2024-01-17 04:21:31,2024-01-17 05:20:31,4,6.87,-73.823521,40.749975,1,N,-73.80432,40.769757,1,49.17,0.0,0.5,3.71,0.0,53.38
2,2024-01-26 21:22:25,2024-01-26 22:17:25,4,16.06,-74.037043,40.710694,1,N,-74.022113,40.708246,1,70.15,0.0,0.5,9.49,0.0,80.14
2,2024-01-19 18:54:25,2024-01-19 18:56:25,4,11.93,-73.793066,40.819025,1,N,-73.806578,40.801084,1,33.33,0.0,0.5,6.81,0.0,40.64
2,2024-01-24 04:07:01,2024-01-24 04:34:01,2,11.56,-73.800413,40.671037,1,N,-73.818364,40.689172,1,44.9,0.0,0.5,9.89,0.0,55.29
1,2024-01-15 01:47:34,2024-01-15 02:31:34,1,15.83,-73.827046,40.733666,1,N,-73.828593,40.734135,1,64.08,0.0,0.5,6.21,0.0,70.79
2,2024-01-15 08:54:55,2024-01-15 09:27:55,2,11.64,-73.948644,40.838655,1,N,-73.941432,40.848983,1,48.1,0.0,0.5,11.5,0.0,60.1
2,2024-01-26 15:39:33,2024-01-26 16:34:33,2,11.84,-73.945338,40.733372,1,N,-73.931624,40.72853,1,59.6,0.0,0.5,13.74,0.0,73.84
2,2024-01-04 06:51:07,2024-01-04 07:05:07,4,12.53,-73.894179,40.836298,1,N,-73.882907,40.835352,2,40.83,0.0,0.5,0.0,0.0,41.33
1,2024-01-23 03:31:45,2024-01-23 04:00:45,4,11.34,-73.871157,40.743677,1,N,-73.860882,40.731882,2,45.35,0.0,0.5,0.0,0.0,45.85
2,2024-01-19 06:21:40,2024-01-19 06:36:40,1,18.46,-73.900899,40.767852,1,N,-73.885725,40.780168,1,56.15,0.0,0.5,0.77,0.0,57.42
1,2024-01-12 13:42:46,2024-01-12 14:05:46,2,15.88,-74.013039,40.76078,1,N,-74.016261,40.748277,1,53.7,0.0,0.5,3.86,0.0,58.06
1,2024-01-12 06:05:58,2024-01-12 06:18:58,1,12.37,-73.844677,40.805263,1,N,-73.862602,40.790987,1,39.92,0.0,0.5,2.79,0.0,43.21
1,2024-01-20 11:21:24,2024-01-20 12:14:24,1,11.36,-73.837489,40.655506,1,N,-73.823562,40.673412,1,57.4,0.0,0.5,9.76,0.0,67.66
1,2024-01-20 08:40:00,2024-01-20 09:20:00,4,7.9,-73.946863,40.676103,1,N,-73.953222,40.67761,1,42.25,0.0,0.5,6.32,0.0,49.07
2,2024-01-07 15:04:50,2024-01-07 15:37:50,1,7.71,-73.94691,40.746479,1,N,-73.933524,40.727799,1,38.27,0.0,0.5,5.08,0.0,43.85
2,2024-01-14 22:41:31,2024-01-14 23:16:31,4,11.62,-73.906337,40.839416,1,N,-73.916521,40.824074,1,49.05,0.0,0.5,3.14,0.0,52.69
2,2024-01-17 23:51:11,2024-01-18 00:11:11,4,8.94,-73.778646,40.755881,1,N,-73.798388,40.745784,1,34.85,0.0,0.5,8.46,0.0,43.81
1,2024-01-17 03:59:52,2024-01-17 04:51:52,2,10.65,-74.041041,40.761426,1,N,-74.022204,40.758397,2,55.12,0.0,0.5,0.0,0.0,55.62
1,2024-01-09 18:12:42,2024-01-09 18:15:42,2,17.77,-73.981395,40.768018,1,N,-73.996193,40.752912,1,48.42,0.0,0.5,10.92,0.0,59.84
2,2024-01-31 04:01:15,2024-01-31 04:47:15,4,19.03,-73.77893,40.762037,1,N,-73.760352,40.778937,1,73.08,0.0,0.5,9.86,0.0,83.44
1,2024-01-28 11:16:30,2024-01-28 11:50:30,3,16.54,-73.816979,40.681896,1,N,-73.801557,40.681779,1,60.85,0.0,0.5,3.83,0.0,65.18
2,2024-01-16 00:50:39,2024-01-16 01:27:39,2,18.32,-73.941312,40.731738,1,N,-73.938261,40.716262,2,66.8,0.0,0.5,0.0,0.0,67.3
1,2024-01-15 14:00:40,2024-01-15 14:08:40,2,10.18,-73.921867,40.696891,1,N,-73.911457,40.698567,1,31.95,0.0,0.5,0.15,0.0,32.6
1,2024-01-03 00:08:59,2024-01-03 00:20:59,3,0.52,-73.891879,40.712444,1,N,-73.884488,40.698447,1,9.8,0.0,0.5,1.79,0.0,12.09
1,2024-01-04 23:51:01,2024-01-05 00:38:01,2,8.03,-73.783766,40.72217,1,N,-73.789103,40.713034,2,46.08,0.0,0.5,0.0,0.0,46.58
2,2024-01-04 07:24:05,2024-01-04 07:28:05,3,6.46,-73.789467,40.703812,1,N,-73.792865,40.71879,1,20.65,0.0,0.5,4.03,0.0,25.18
1,2024-01-09 07:21:57,2024-01-09 07:47:57,4,1.11,-73.845716,40.76423,1,N,-73.855602,40.751062,2,18.27,0.0,0.5,0.0,0.0,18.77
2,2024-01-24 08:44:00,2024-01-24 09:19:00,1,16.12,-73.777436,40.718331,1,N,-73.768038,40.735611,1,60.3,0.0,0.5,8.64,0.0,69.44
1,2024-01-25 15:30:00,2024-01-25 16:02:00,1,14.17,-74.007472,40.697582,1,N,-74.005256,40.693498,2,53.92,0.0,0.5,0.0,0.0,54.42
2,2024-01-05 06:26:22,2024-01-05 07:22:22,1,8.09,-73.972115,40.739087,1,N,-73.968338,40.728252,1,50.73,0.0,0.5,9.4,0.0,60.63
2,2024-01-25 06:44:15,2024-01-25 07:30:15,2,14.48,-74.020083,40.776854,1,N,-74.039804,40.771453,2,61.7,0.0,0.5,0.0,0.0,62.2
1,2024-01-30 13:53:27,2024-01-30 14:48:27,1,1.56,-73.757371,40.783862,1,N,-73.776263,40.769027,1,33.9,0.0,0.5,1.01,0.0,35.41
1,2024-01-27 16:27:25,2024-01-27 17:14:25,4,11.35,-73.833739,40.675266,1,N,-73.844665,40.661242,1,54.38,0.0,0.5,11.3,0.0,66.18
1,2024-01-24 03:17:57,2024-01-24 03:55:57,3,19.3,-73.94786,40.682305,1,N,-73.93148,40.676052,1,69.75,0.0,0.5,15.95,0.0,86.2
2,2024-01-04 18:05:25,2024-01-04 18:33:25,1,12.07,-73.797305,40.810414,1,N,-73.791468,40.793745,2,46.67,0.0,0.5,0.0,0.0,47.17
1,2024-01-23 07:20:42,2024-01-23 07:40:42,2,3.75,-73.841203,40.67214,1,N,-73.829534,40.664531,2,21.88,0.0,0.5,0.0,0.0,22.38
2,2024-01-29 07:02:20,2024-01-29 07:29:20,3,10.95,-74.002465,40.676057,1,N,-73.998413,40.676742,1,43.38,0.0,0.5,1.93,0.0,45.81
2,2024-01-22 19:44:32,2024-01-22 20:00:32,4,3.52,-73.822083,40.779153,1,N,-73.813752,40.777597,1,19.3,0.0,0.5,1.43,0.0,21.23
2,2024-01-10 14:09:57,2024-01-10 14:50:57,2,9.96,-73.784997,40.821986,1,N,-73.780092,40.820484,2,47.9,0.0,0.5,0.0,0.0,48.4
1,2024-01-24 03:13:27,2024-01-24 03:21:27,4,17.9,-73.948732,40.73122,1,N,-73.940292,40.723515,1,51.25,0.0,0.5,10.7,0.0,62.45
1,2024-01-11 23:46:07,2024-01-12 00:04:07,4,9.47,-73.771571,40.779455,1,N,-73.765943,40.764469,2,35.17,0.0,0.5,0.0,0.0,35.67
1,2024-01-31 09:54:25,2024-01-31 09:56:25,2,14.01,-73.833702,40.763525,1,N,-73.853323,40.746158,1,38.52,0.0,0.5,4.6,0.0,43.62
1,2024-01-14 23:31:31,2024-01-15 00:28:31,1,2.85,-73.999662,40.726389,1,N,-73.988494,40.734144,1,38.12,0.0,0.5,5.66,0.0,44.28
2,2024-01-11 17:16:42,2024-01-11 17:43:42,4,19.15,-73.815433,40.696186,1,N,-73.811616,40.679567,1,63.88,0.0,0.5,14.57,0.0,78.95
2,2024-01-08 04:47:30,2024-01-08 05:17:30,2,16.41,-73.977482,40.838845,1,N,-73.992936,40.83725,1,58.52,0.0,0.5,13.33,0.0,72.35
1,2024-01-24 20:27:18,2024-01-24 21:23:18,2,12.72,-73.951522,40.764316,1,N,-73.940004,40.779468,1,62.3,0.0,0.5,1.96,0.0,64.76
2,2024-01-11 13:19:17,2024-01-11 13:41:17,2,3.36,-73.866754,40.84701,1,N,-73.875838,40.859055,1,21.9,0.0,0.5,4.57,0.0,26.97
1,2024-01-30 22:13:27,2024-01-30 22:40:27,1,18.69,-73.844682,40.832319,1,N,-73.84543,40.831386,1,62.73,0.0,0.5,13.53,0.0,76.76
1,2024-01-09 04:40:43,2024-01-09 04:51:43,2,15.61,-73.920617,40.832555,1,N,-73.910947,40.831154,1,47.02,0.0,0.5,0.12,0.0,47.64
2,2024-01-07 22:53:52,2024-01-07 23:32:52,4,8.7,-73.88117,40.76493,1,N,-73.873043,40.770376,2,43.75,0.0,0.5,0.0,0.0,44.25
1,2024-01-04 06:42:20,2024-01-04 07:38:20,3,5.06,-73.797787,40.712353,1,N,-73.811961,40.712483,1,43.15,0.0,0.5,3.43,0.0,47.08
2,2024-01-14 19:02:50,2024-01-14 19:14:50,3,14.51,-73.857611,40.674988,1,N,-73.852841,40.678936,1,44.77,0.0,0.5,8.22,0.0,53.49
1,2024-01-18 15:43:24,2024-01-18 16:35:24,3,19.12,-73.791076,40.839218,1,N,-73.802091,40.827076,2,76.3,0.0,0.5,0.0,0.0,76.8
2,2024-01-14 10:56:02,2024-01-14 11:17:02,3,15.84,-73.793899,40.797868,1,N,-73.787024,40.812473,1,52.6,0.0,0.5,2.29,0.0,55.39
2,2024-01-28 02:02:32,2024-01-28 02:47:32,1,10.27,-73.98327,40.741335,1,N,-73.993345,40.753261,1,50.67,0.0,0.5,0.25,0.0,51.42
2,2024-01-12 06:48:58,2024-01-12 07:06:58,1,3.7,-73.947884,40.775814,1,N,-73.934354,40.764142,2,20.75,0.0,0.5,0.0,0.0,21.25
2,2024-01-05 22:13:19,2024-01-05 23:08:19,2,12.71,-73.996386,40.708624,1,N,-73.99736,40.698764,1,61.78,0.0,0.5,2.95,0.0,65.23
1,2024-01-08 15:14:50,2024-01-08 15:18:50,1,1.06,-73.977482,40.719368,1,N,-73.984514,40.702273,1,7.15,0.0,0.5,0.58,0.0,8.23
1,2024-01-24 15:56:52,2024-01-24 16:42:52,2,1.18,-74.023068,40.839442,1,N,-74.030097,40.85381,1,28.45,0.0,0.5,4.51,0.0,33.46
1,2024-01-14 06:30:50,2024-01-14 06:40:50,1,6.88,-74.004306,40.779526,1,N,-73.996823,40.771492,1,24.7,0.0,0.5,0.49,0.0,25.69
1,2024-01-19 00:38:14,2024-01-19 01:31:14,2,16.27,-73.938322,40.66752,1,N,-73.945492,40.667948,1,69.67,0.0,0.5,10.21,0.0,80.38
2,2024-01-17 18:15:22,2024-01-17 19:13:22,1,12.26,-74.043604,40.793099,1,N,-74.054675,40.800642,1,62.15,0.0,0.5,9.58,0.0,72.23
1,2024-01-06 08:14:48,2024-01-06 08:36:48,2,2.51,-73.842398,40.821664,1,N,-73.849836,40.821511,2,19.77,0.0,0.5,0.0,0.0,20.27
